#as_origin|region|country|as_type|prefix01(neighbors_announced);prefix02(neighbors_announced);...
4694|apnic|JP|hosting|2001:310::/32(24572,23816,2914);2001:d88::/32(24572,23816,2914);2406:600::/32(24572,23816,2914);2406:a00::/32(24572,23816,2914)
4697|apnic|JP|hosting|2001:fa8::/32(2497,23796,2914)
4704|apnic|JP|none|2405::/32(1273,6453,2914,2516,9002,10026)
4711|apnic|JP|hosting|2406:1000::/32(10026,7668,4713)
4713|apnic|JP|isp|2001:380::/32(2914);2400:4000::/22(2914);2400:7800::/32(2914);2407:a800:3e10::/44(2914)
4717|apnic|JP|business|2001:d30::/32(7660,2500)
4718|apnic|JP|business|2001:da0::/32(2497,2500)
4721|apnic|JP|isp|2001:c30::/32(2497,2519,2516)
4725|apnic|JP|isp|2001:278::/32(6762,6939,5580,8218,3549,1239);2001:df0:293::/48(6762,6939,5580,8218,3549,1239)
4739|apnic|AU|isp|2001:df0:a000::/48(6939,5580,3356,5413,8426,8365,4635,30071,1103,16735,9002,4589,42708,13237,1273,6453,13030,2914,34309);2001:44b8::/32(6939,5580,3356,5413,8426,8365,4635,30071,1103,16735,9002,4589,42708,13237,1273,6453,13030,2914,34309);2405:c900::/32(6939,5580,3356,5413,8426,8365,4635,30071,1103,16735,9002,4589,42708,13237,1273,6453,13030,2914,34309);2406:c500:fffd::/48(6939,5580,3356,5413,8426,8365,4635,30071,1103,16735,9002,4589,42708,13237,1273,6453,13030,2914,34309)
4741|apnic|TH|hosting|2403:c000::/32(4651,38082,45629)
4750|apnic|TH|isp|2404:b0::/32(4651,7568);2404:b0:c::/48(4651,7568);2404:b0:d::/48(4651,7568)
4755|apnic|IN|isp|2001:dd8:20::/48(6453,2914);2001:df2:2000::/48(6453,2914);2403::/32(6453,2914);2403:0:8::/48(6453);2403:0:118::/48(6453);2403:0:205::/48(6453);2403:0:206::/48(6453);2403:0:506::/48(6453);2403:0:606::/48(6453);2403:0:f00::/40(6453);2406:de00:100::/40(6453,2914)
4758|apnic|IN|hosting|2001:4408:4::/48(9885);2001:4408:a::/48(9885);2001:4408:b::/48(9885);2001:4408:100::/48(9885);2001:4408:200::/48(9885);2001:4408:1080::/48(9885);2001:4408:1081::/48(9885);2001:4408:4400::/40(9885);2001:4408:4c00::/40(9885);2001:4408:5200::/48(9885);2001:4408:5202::/48(9885);2001:4408:5205::/48(9885);2001:4408:5206::/48(9885);2001:4408:5220::/48(9885);2001:4408:5222::/48(9885);2001:4408:5223::/48(9885);2001:4408:5600::/48(9885);2001:4408:5a00::/40(9885);2001:4408:5e00::/40(9885);2001:4408:5e20::/48(9885);2001:4408:5e21::/48(9885);2001:4408:6000::/40(9885);2001:4408:6200::/40(9885);2001:4408:6600::/40(9885);2001:4408:6c00::/40(9885);2001:4408:6e00::/40(9885);2001:4408:6e32::/48(9885);2001:4408:7200::/40(9885);2001:4408:7800::/40(9885);2001:4408:7a00::/40(9885);2001:4408:7c00::/40(9885);2001:4408:7e00::/40(9885);2001:4408:7f00::/45(9885);2001:4408:7f08::/45(9885);2001:4408:8000::/40(9885);2001:4408:8200::/40(9885)
4760|apnic|HK|isp|2404:c800::/32(3491,4635);2404:c801::/32(3491,4635);2404:c802::/32(3491,4635);2404:c803::/32(3491,4635);2404:c804::/32(3491,4635);2404:c805::/32(3491,4635);2404:c806::/32(3491,4635);2404:c807::/32(3491,4635)
4761|apnic|ID|isp|2407::/32(1103,1273,12859,29140,57463,13237,50763,34288,44953,2914,9002,31019,25220,42708,7473,9505,50300);2407:0:3000::/36(1273,1103,12859,6939,29140,57463,50304,50763,34288,44953,9002,2914,8365,31019,25220,13237,4635,50300)
4764|apnic|AU|isp|2403:5800::/32(4826,1221);2403:5800::/33(4826,1221);2403:5800:8000::/33(4826,1221);2403:5800::/34(7606);2403:5800:4000::/34(7606);2403:5800:8000::/34(7606);2403:5800:c000::/34(7606)
4766|apnic|KR|isp|2400:144::/48(3257,174,6939);2400:241::/48(3257,174,6939);2400:244::/48(3257,174,6939);2400:325:8000::/48(3257,174,6939);2400:5c5:8000::/48(3257,174,6939)
4768|apnic|NZ|isp|2001:df0:261::/48(9901);2001:4400::/31(9901)
4770|apnic|NZ|hosting|2001:f50::/32(55934)
4773|apnic|SG|isp|2401:7400::/32(4657,1273,6939,10026,3491);2401:7400:800::/48(4657,10026,1273,6939);2401:7400:801::/48(4657,10026,1273,6939);2401:7400:4000::/48(4657,3491);2401:7400:48ff::/48(3491);2401:7400:6000::/48(3491);2401:7400:c001::/48(4657);2401:7400:c800::/48(4657,10026,1273,6939);2401:7400:c801::/48(4657);2401:7400:cc00::/48(4657,10026,1273,6939);2401:7400:e001::/48(4657);2401:7400:e800::/48(4657,10026,1273,6939);2401:7400:e801::/48(4657);2401:7400:ec00::/48(4657,10026,1273,6939)
4775|apnic|PH|isp|2001:fe0::/32(1273,6939,50763,3356,3491,9304)
4777|apnic|JP|business|2001:dc0::/35(2497)
4780|apnic|TW|isp|2001:cd8::/32(9264,2914);2001:4580::/26(9264,2914)
4782|apnic|TW|isp|2001:4420::/32(3462)
4787|apnic|ID|isp|2001:d10::/32(38158);2001:d10:9000::/38(38158,2914);2001:d10:9400::/38(38158,2914)
4788|apnic|MY|isp|2001:e68::/32(12859,6939,5580,44953,3356,5413,8426,3320,50763,8365,4635,1103,29140,8218,9002,31019,42708,174,50300,13237,1273,6453,13030,3257,34288,37105,41695,2914,25220,1299,34309)
4795|apnic|ID|none|2001:e00::/31(4761,2914);2001:e00::/32(4761,2914);2001:e00:1031::/48(4761);2001:e00:105a::/48(4761);2001:e01::/32(4761)
4796|apnic|ID|education|2001:d30:3::/48(18007,6939);2403:8000::/32(18007,6939)
4800|apnic|ID|isp|2400:8000::/32(1273,1299,2914,6939)
4802|apnic|AU|hosting|2001:4478::/32(4739);2001:4478:1300::/40(4739);2001:4478:1500::/40(4739);2001:4478:1800::/40(4739);2001:4478:1900::/40(4739);2001:4478:2200::/40(4739);2001:4478:2500::/40(4739);2001:4478:3600::/40(4739);2001:4478:4000::/40(4739);2001:4478:4100::/40(4739);2001:4478:5800::/39(4739);2001:4479::/32(4739)
4818|apnic|MY|isp|2001:4458::/32(1273,6453,2914,6939)
4819|apnic|AU|hosting|2402:1500::/32(4637)
4821|apnic|ID|business|2402:a500::/32(24521);2402:a500:a::/48(24521);2402:a500:b::/48(24521);2402:a500:c::/48(24521);2402:a500:d::/48(24521);2402:a500:e::/48(24521);2402:a500:f::/48(24521)
4826|apnic|AU|hosting|2400:1580::/32(1273,6939,13030,5580,2828,9002,4589,45896);2400:d080::/32(6939,13030,5580,9002,4589,45896);2402:7800::/32(1273,6939,5580,2828,9002,4589,3491,45896);2402:7800:ff00::/40(1273,6939,5580,2828,9002,4589,3491,45896);2402:7800:ff00::/48(1273,6939,5580,2828,9002,4589,3491,45896);2402:7800:ff01::/48(1273,6939,5580,2828,9002,4589,3491,45896);2402:7800:ffe0::/48(1273,6939,5580,2828,9002,4589,3491,45896);2402:7800:ffe1::/48(1273,6939,5580,2828,9002,4589,3491,45896)
4829|apnic|AU|none|2406:c000::/32(2764)
4833|apnic|ID|business|2404:600::/32(6939)
4837|apnic|CN|isp|2408:8000::/24(18344)
4844|apnic|SG|isp|2406:f000::/32(1273,7473,2914);2406:f000:2::/48(1273,7473);2406:f000:1003::/48(1273,6939);2406:f000:1fff::/48(1273,6939);2406:f000:2000::/40(1273,6939)
4845|apnic|TW|isp|2400:7000::/32(7473)
4851|apnic|AU|hosting|2402:e400::/32(4739,7474)
4878|arin|US|isp|2620:107:5000::/44(1248,3356,3549)
4891|arin|US|business|2604:3280::/32(3356);2604:5180::/32(3356);2604:5d80::/32(3356);2604:6d80::/32(3356);2604:9180::/32(3356);2604:a380::/32(3356);2604:c280::/32(3356);2604:c480::/32(3356);2607:d100::/32(3356)
4893|arin|US|business|2001:550:1d01::/48(174);2620:4f::/48(174,4323)
4901|arin|US|education|2620:118:5000::/44(11537)
4907|arin|US|hosting|2001:4810::/32(29748)
4922|arin|US|isp|2606:a800::/32(174,2914);2606:a800::/33(2914)
4927|arin|US|isp|2001:19f8::/32(14589,3549,3356,45896)
4983|arin|US|hosting|2620:148:f00::/44(701)
5000|arin|US|none|2606:dc00::/32(6939)
5006|arin|US|hosting|2604:3000::/32(6939)
5009|arin|US|isp|2605:e300::/32(3356,2914,6939)
5017|apnic|HK|none|2403:2c00:3::/48(1273,7473,4637);2403:2c00:4::/48(4058,1273,7473);2403:2c00:e000::/36(1273,7473,4637)
5018|apnic|HK|none|2403:2c00:5::/48(4058);2403:2c00:d000::/36(4058)
5050|arin|US|education|2001:5e8::/32(11537,174,3356,11164)
5056|arin|US|isp|2001:5f8::/32(174,2828,6461);2602:231::/32(174,2828,6461);2620:57:c000::/48(2828,6461)
5058|arin|US|government|2001:480:23::/48(668)
5078|arin|US|education|2001:468:a00::/40(209);2610:1d8::/32(209,174,11164)
5080|arin|US|business|2620:14:8000::/48(3549)
5087|apnic|LK|hosting|2405:5400::/32(9498)
5089|ripencc|GB|isp|2a02:88fe::/32(6461)
5132|arin|US|government|2001:480:a0::/48(668);2001:480:a1::/48(668);2001:480:b0::/48(668);2001:480:b1::/48(668)
5264|arin|US|none|2001:480:201::/48(668)
5377|ripencc|LT|business|2a02:6600::/36(3356,3549)
5379|ripencc|MK|education|2a02:e48::/32(20965)
5381|ripencc|NO|none|2001:840::/32(42708,1299,3356,30071)
5385|ripencc|AT|isp|2001:af8::/32(6830,8447)
5387|ripencc|RU|government|2a00:bf00::/32(20485)
5390|ripencc|NL|isp|2a02:2500::/32(24785,1103,12859,6939,29140,57463,13237,50763,34288,44953,9002,31019,25220,42708,174,50300)
5391|ripencc|HR|isp|2a00:c30::/32(3320,174,6762,8928)
5392|ripencc|IT|hosting|2a00:1988::/32(6453,6939,3549,43531,174)
5394|ripencc|IT|isp|2a02:688::/32(1103,12859,6939,20836,29140,3257,50304,50763,34288,44953,9002,31019,25220,13237,50300)
5396|ripencc|IT|hosting|2a00:f58::/32(43531)
5400|ripencc|GB|isp|2001:67c:14b0::/48(6762,6939,5580,12956,3356,5413,286,8365,8218,9002,6881,4589,174,1273,6453,13030,3257,2914,1299);2001:740::/32(6762,6939,5580,12956,3356,5413,286,8365,8218,9002,6881,4589,174,1273,6453,13030,3257,2914,1299);2a00:2000::/22(6762,6939,5580,12956,3356,5413,286,8365,8218,9002,6881,4589,174,1273,6453,13030,3257,2914,1299)
5401|ripencc|DE|business|2001:1440:201::/48(43911,34225);2001:1440:202::/47(43911,34225);2001:1440:202::/48(43911,34225)
5403|ripencc|AT|hosting|2a01:468::/32(286,13030,39912,3356,9002,1764)
5404|ripencc|AT|hosting|2a02:16a8::/32(553,31025,25560,29140,13237,34288,9002,1764,25220,42708,8445,34309,31019)
5407|ripencc|CZ|none|2a02:c38::/32(30764)
5408|ripencc|GR|education|2001:648::/32(20965)
5410|ripencc|FR|isp|2001:860::/29(12859,6939,5580,44953,8426,50763,8365,1103,29140,8218,9002,31019,42708,174,29608,13237,50300,6453,13030,34288,25220)
5413|ripencc|GB|business|2001:b98::/32(553,1103,1273,6939,13030,8928,8426,5580,8218,9002,3356,8365,4589,42708,1299,20640);2a04:b2c0::/29(553,1103,1273,6939,13030,8928,8426,5580,8218,9002,3356,8365,4589,42708,1299,20640)
5418|ripencc|NL|hosting|2a02:10:100::/48(24785,1103,6939,8218,15435,20562,31019)
5420|ripencc|FI|business|2001:67c:21a4::/48(3292)
5421|ripencc|BG|education|2001:67c:20d0::/47(6802);2001:67c:20d1::/48(6802);2620:4f:8000::/48(8717)
5425|ripencc|CY|isp|2a00:1ec0:2::/48(8544)
5429|ripencc|RU|hosting|2a02:7bc0::/32(3267,39792)
5430|ripencc|DE|hosting|2001:748::/32(6939,5580,6667,553,25560,29140,20640,680,9002,4589,42708,13237,13030,8763,2914,25220,1299,34309,29686)
5431|ripencc|RU|none|2001:640:8000::/33(2895,3267,29076,9002)
5432|ripencc|BE|isp|2a02:a000::/26(6774,2914,9002);2a04:6c40::/29(2914,9002);2a04:9f80::/29(2914,9002)
5435|ripencc|SI|hosting|2a02:23d0::/32(12778)
5459|ripencc|GB|business|2001:7f8:4::/48(12859,6762,6939,8426,286,1103,8218,251,9002,4589,42708,43531,174,13237,50300,1273,13030,3257,34288,37105,41695,2914,34309);2a01:40::/32(286,1103,6939,13237,8218,34288,37105,41695,9002,5413,8468,34309,50300)
5464|ripencc|DE|hosting|2a00:1df0::/32(33891,12337)
5466|ripencc|IE|isp|2001:bb0::/32(3257,43531,1299,13237);2a01:b340::/32(3257,43531,1299,13237)
5483|ripencc|HU|isp|2001:4c48::/29(3320,9002);2001:4c48::/32(9002,3320,3549);2001:4c48:e::/48(3549)
5501|ripencc|DE|education|2a03:db80:4410::/48(553);2a03:db80:4420::/48(553)
5503|ripencc|GB|business|2a02:fb0::/32(2914)
5507|ripencc|HU|none|2001:7f8:35::/48(6939)
5511|ripencc|FR|isp|2001:67c:128c::/48(29608,8218);2001:688::/32(286,1273,1299,6453,6939,8928,6762,3257,7018,2828,3549,8218,3356,2914,174,30071);2001:688:1::/48(286,1273,1299,6453,6939,8928,6762,3257,7018,2828,3549,8218,3356,2914,174,30071);2a01:c000::/19(286,1273,1299,6453,6939,8928,6762,3257,7018,2828,3549,8218,3356,2914,174,30071)
5513|ripencc|HU|none|2a00:1110::/32(5483)
5518|ripencc|LV|hosting|2a02:16d8::/32(553,25560,286,6939,29140,8218,34288,6695,31019,25220,42708,1299,34309,13237);2a02:16d8:101::/48(553,286,25560,6939,29140,8218,34288,6695,31019,25220,42708,1299,34309,13237);2a02:16d8:102::/48(553,286,25560,6939,29140,8218,34288,6695,31019,25220,42708,1299,34309,13237);2a02:16d8:103::/48(1299);2a02:16d8:104::/48(553,286,25560,6939,29140,8218,34288,6695,31019,25220,42708,1299,34309,13237)
5520|ripencc|DE|education|2a00:a200::/32(8422)
5521|ripencc|DE|none|2a02:ad0::/29(286,13237,1299,3549)
5522|ripencc|LT|hosting|2001:20b0::/32(8764)
5524|ripencc|NL|isp|2a00:c080::/32(1103,12859,6939,13030,1836,29140,5580,13237,50763,34288,15435,44953,9002,31019,25220,42708,6667,50300);2a03:4f00::/32(1103,12859,6939,13030,1836,29140,5580,13237,50763,34288,15435,44953,9002,31019,25220,42708,6667,50300);2a03:5700::/32(1103,12859,6939,13030,1836,29140,5580,13237,50763,34288,15435,44953,9002,31019,25220,42708,6667,50300);2a03:8100::/32(1103,12859,6939,13030,1836,29140,5580,13237,50763,34288,15435,44953,9002,31019,25220,42708,6667,50300)
5537|ripencc|RU|business|2a01:d8::/32(3267,1299,6939)
5538|ripencc|LV|education|2a02:500::/32(20965)
5539|ripencc|DE|hosting|2001:608::/32(6939,21385,286,9189,6667,553,25560,29140,20640,8218,680,251,9002,4589,31019,42708,13237,1273,13030,3257,8763,34288,6695,2914,25220,34309,29686);2001:67c:158c::/48(6939,21385,286,9189,6667,553,25560,29140,20640,8218,680,251,9002,4589,31019,42708,13237,1273,13030,8763,34288,6695,2914,25220,34309,29686);2001:4150::/32(6939,21385,286,9189,6667,553,25560,29140,20640,8218,680,251,9002,4589,31019,42708,13237,1273,13030,3257,8763,34288,6695,2914,25220,34309,29686);2a02:7c40::/33(6939,21385,286,9189,6667,553,25560,29140,20640,8218,680,251,9002,4589,31019,42708,13237,1273,13030,8763,34288,6695,2914,25220,34309,29686)
5541|ripencc|RO|hosting|2a02:2160::/32(2914,6939);2a03:f80:40::/48(2914,6939)
5550|ripencc|PL|education|2001:4070::/33(8501)
5552|ripencc|GB|hosting|2a02:2b08::/32(12859,6939,3549,44953,57463,50763,8365,1103,29140,8218,9002,31019,42708,174,13237,50300,34288,37105,41695,25220,34309)
5555|ripencc|GB|hosting|2001:4d30::/32(16164);2607:c400::/32(16164)
5563|ripencc|RU|isp|2a03:f700::/32(9002)
5568|ripencc|RU|business|2001:6d0::/32(1273,1103,12859,6939,29140,3257,13237,50763,34288,44953,9002,8365,31019,25220,42708,50300)
5577|ripencc|LU|hosting|2001:67c:15a3::/48(12859,6939,5580,44953,1836,57463,50763,1103,29140,9002,4589,31019,42708,13237,50300,13030,34288,25220,1299);2a01:608::/32(12859,6939,5580,44953,1836,57463,50763,1103,29140,9002,4589,31019,42708,13237,50300,13030,34288,25220,1299);2a03:e340::/32(12859,6939,5580,44953,1836,57463,50763,1103,29140,9002,4589,31019,42708,13237,50300,13030,34288,25220,1299)
5578|ripencc|CZ|hosting|2001:1ba0::/32(5588);2a00:1298::/32(5588)
5580|ripencc|NL|hosting|2001:67c:b0::/48(12859,6939,12956,3356,5413,8426,286,8928,1836,6667,553,25560,29140,8218,16735,680,6881,4589,31019,42708,9002,174,29608,50300,13237,13030,8763,34288,2914,20080,25220,1299,2857,34309,29686);2400:f780::/32(12859,6939,12956,3356,5413,8426,286,8928,1836,6667,553,25560,29140,8218,16735,680,6881,4589,31019,42708,9002,29608,50300,13237,13030,34288,2914,20080,25220,1299,2857,34309,29686);2a00:19c0:456::/48(12859,6939,12956,3356,5413,8426,286,8928,1836,6667,553,25560,29140,8218,16735,680,6881,4589,31019,42708,9002,29608,50300,13237,13030,8763,34288,20080,25220,1299,2857,34309,29686);2a00:19c0:457::/48(12859,6939,12956,3356,5413,8426,286,8928,1836,6667,553,25560,29140,8218,16735,680,6881,4589,31019,42708,9002,29608,50300,13237,13030,8763,34288,20080,25220,1299,2857,34309,29686);2a00:19c0:1005::/48(12859,6939,12956,3356,5413,8426,286,8928,1836,6667,553,25560,29140,8218,16735,680,6881,4589,31019,42708,9002,29608,50300,13237,13030,8763,34288,20080,25220,1299,2857,34309,29686);2a00:19c0:1006::/48(12859,6939,12956,3356,5413,8426,286,8928,1836,6667,553,25560,29140,8218,16735,680,6881,4589,31019,42708,9002,29608,50300,13237,13030,8763,34288,20080,25220,1299,2857,34309,29686);2a00:19c0:1010::/48(12859,6939,12956,3356,5413,8426,286,8928,1836,6667,553,25560,29140,8218,16735,680,6881,4589,31019,42708,9002,29608,50300,13237,13030,8763,34288,20080,25220,1299,2857,34309,29686);2a00:19c0:1011::/48(12859,6939,12956,3356,5413,8426,286,8928,1836,6667,553,25560,29140,8218,16735,680,6881,4589,31019,42708,9002,29608,50300,13237,13030,8763,34288,20080,25220,1299,2857,34309,29686);2a00:19c0:1012::/48(12859,6939,12956,3356,5413,8426,286,8928,1836,6667,553,25560,29140,8218,16735,680,6881,4589,31019,42708,9002,29608,50300,13237,13030,8763,34288,20080,25220,1299,2857,34309,29686);2a00:19c0:1013::/48(12859,6939,12956,3356,5413,8426,286,8928,1836,6667,553,25560,29140,8218,16735,680,6881,4589,31019,42708,9002,29608,50300,13237,13030,8763,34288,20080,25220,1299,2857,34309,29686);2a00:19c0:1014::/48(12859,6939,12956,3356,5413,8426,286,8928,1836,6667,553,25560,29140,8218,16735,680,6881,4589,31019,42708,9002,29608,50300,13237,13030,8763,34288,20080,25220,1299,2857,34309,29686);2a00:19c0:1015::/48(12859,6939,12956,3356,5413,8426,286,8928,1836,6667,553,25560,29140,8218,16735,680,6881,4589,31019,42708,9002,29608,50300,13237,13030,8763,34288,20080,25220,1299,2857,34309,29686);2a00:19c0:1016::/48(12859,6939,12956,3356,5413,8426,286,8928,1836,6667,553,25560,29140,8218,16735,680,6881,4589,31019,42708,9002,29608,50300,13237,13030,8763,34288,20080,25220,1299,2857,34309,29686);2a00:19c0:1017::/48(12859,6939,12956,3356,5413,8426,286,8928,1836,6667,553,25560,29140,8218,16735,680,6881,4589,31019,42708,9002,29608,50300,13237,13030,8763,34288,20080,25220,1299,2857,34309,29686);2a00:19c0:1018::/48(12859,6939,12956,3356,5413,8426,286,8928,1836,6667,553,25560,29140,8218,16735,680,6881,4589,31019,42708,9002,29608,50300,13237,13030,8763,34288,20080,25220,1299,2857,34309,29686);2a00:19c0:1019::/48(12859,6939,12956,3356,5413,8426,286,8928,1836,6667,553,25560,29140,8218,16735,680,6881,4589,31019,42708,9002,29608,50300,13237,13030,8763,34288,20080,25220,1299,2857,34309,29686);2a00:19c0:1020::/48(12859,6939,12956,3356,5413,8426,286,8928,1836,6667,553,25560,29140,8218,16735,680,6881,4589,31019,42708,9002,29608,50300,13237,13030,8763,34288,20080,25220,1299,2857,34309,29686);2a00:19c0:1022::/48(12859,6939,12956,3356,5413,8426,286,8928,1836,6667,553,25560,29140,8218,16735,680,6881,4589,31019,42708,9002,29608,50300,13237,13030,8763,34288,20080,25220,1299,2857,34309,29686);2a00:19c0:1023::/48(12859,6939,12956,3356,5413,8426,286,8928,1836,6667,553,25560,29140,8218,16735,680,6881,4589,31019,42708,9002,29608,50300,13237,13030,8763,34288,20080,25220,1299,2857,34309,29686);2a00:19c0:1024::/48(12859,6939,12956,3356,5413,8426,286,8928,1836,6667,553,25560,29140,8218,16735,680,6881,4589,31019,42708,9002,29608,50300,13237,13030,8763,34288,20080,25220,1299,2857,34309,29686);2a00:19c0:1029::/48(12859,6939,12956,3356,5413,8426,286,8928,1836,6667,553,25560,29140,8218,16735,680,6881,4589,31019,42708,9002,29608,50300,13237,13030,8763,34288,20080,25220,1299,2857,34309,29686);2a00:19c0:1031::/48(12859,6939,12956,3356,5413,8426,286,8928,1836,6667,553,25560,29140,8218,16735,680,6881,4589,31019,42708,9002,29608,50300,13237,13030,8763,34288,20080,25220,1299,2857,34309,29686);2a00:19c0:1032::/48(12859,6939,12956,3356,5413,8426,286,8928,1836,6667,553,25560,29140,8218,16735,680,6881,4589,31019,42708,9002,29608,50300,13237,13030,8763,34288,20080,25220,1299,2857,34309,29686);2a00:19c0:1034::/48(12859,6939,12956,3356,5413,8426,286,8928,1836,6667,553,25560,29140,8218,16735,680,6881,4589,31019,42708,9002,29608,50300,13237,13030,8763,34288,20080,25220,1299,2857,34309,29686);2a00:19c0:1218::/48(12859,6939,12956,3356,5413,8426,286,8928,1836,6667,553,25560,29140,8218,16735,680,6881,4589,31019,42708,9002,29608,50300,13237,13030,8763,34288,20080,25220,1299,2857,34309,29686);2a00:19c0:1256::/48(12859,6939,12956,3356,5413,8426,286,8928,1836,6667,553,25560,29140,8218,16735,680,6881,4589,31019,42708,9002,29608,50300,13237,13030,8763,34288,20080,25220,1299,2857,34309,29686);2a01:8640::/48(12859,6939,12956,3356,5413,8426,286,8928,1836,6667,553,25560,29140,8218,16735,680,6881,4589,31019,42708,9002,174,29608,50300,13237,13030,8763,34288,2914,20080,25220,1299,2857,34309,29686);2a01:8640:2::/48(12859,6939,12956,3356,5413,8426,286,8928,1836,6667,553,25560,29140,8218,16735,680,6881,4589,31019,42708,9002,29608,50300,13237,13030,8763,34288,2914,20080,25220,1299,2857,34309,29686);2a02:d28::/32(12859,6939,12956,3356,5413,8426,286,8928,1836,6667,553,25560,29140,8218,16735,680,6881,4589,31019,42708,9002,174,29608,50300,13237,13030,34288,2914,20080,25220,1299,2857,34309,29686);2a02:1680::/32(12859,6939,12956,3356,5413,8426,286,8928,1836,6667,553,25560,29140,8218,16735,680,6881,4589,31019,42708,9002,29608,50300,13237,13030,8763,34288,2914,20080,25220,1299,2857,34309,29686);2a02:26f0:7a::/48(12859,6939,12956,3356,5413,8426,286,8928,1836,6667,553,25560,29140,8218,16735,680,6881,4589,31019,42708,9002,29608,50300,13237,13030,8763,34288,20080,25220,1299,2857,34309,29686);2a04:cf00::/29(12859,6939,12956,3356,5413,8426,286,8928,1836,6667,553,25560,29140,8218,16735,680,6881,4589,31019,42708,9002,174,29608,50300,13237,13030,8763,34288,2914,20080,25220,1299,2857,34309,29686)
5588|ripencc|CZ|isp|2001:67c:26c::/48(44953,3356,6939,8928);2001:67c:16c0::/48(6939,8928,44953,3356,9002);2001:67c:17d0::/48(12859,6939,3356,286,8928,50763,553,1103,25560,29140,8218,251,9002,31019,42708,13237,1273,13030,34288,6695,25220,1299,34309);2001:af0::/32(12859,6939,3356,286,8928,50763,553,1103,25560,29140,8218,251,9002,31019,42708,13237,1273,13030,34288,6695,25220,1299,34309);2001:af0:e0::/48(12859,6939,3356,286,8928,50763,553,1103,25560,29140,8218,251,9002,31019,42708,13237,1273,13030,34288,6695,25220,1299,34309);2001:4d80::/32(1273,1103,12859,13030,29140,50763,44953,3356,8365,31019,1299,13237);2a00:10d0::/32(12859,6939,3356,286,8928,50763,553,1103,25560,29140,8218,251,9002,31019,42708,13237,1273,13030,34288,6695,25220,1299,34309);2a00:1298:5558::/48(1103,12859,6939,8928,13030,29140,50763,44953,9002,8365,31019,1299,13237);2a00:1298:5588::/48(12859,6939,3356,286,8928,50763,553,1103,25560,29140,8218,251,9002,31019,42708,13237,1273,13030,34288,6695,25220,1299,34309);2a00:6bc0::/32(6939,8928,44953,3356,9002);2a01:ade0::/32(12859,6939,3356,286,8928,50763,553,1103,25560,29140,8218,251,9002,31019,42708,13237,1273,13030,34288,6695,25220,1299,34309);2a02:738::/32(12859,6939,3356,286,8928,50763,553,1103,25560,29140,8218,251,9002,31019,42708,13237,1273,13030,34288,6695,25220,1299,34309)
