#asn|region|country|as_type|use_moreSpecific(yes;no)|announced_prefixes|moreSpecific_prefixes|moreSpecific_proportion_usage|announced_prefixes(list)
42|arin|US|hosting|no|111|0|0.00|2001:478:9200::/48,2001:500:14::/48,2001:500:40::/48,2001:500:41::/48,2001:500:42::/48,2001:500:43::/48,2001:500:44::/48,2001:500:45::/48,2001:500:46::/48,2001:500:47::/48,2001:500:48::/48,2001:500:49::/48,2001:500:4a::/48,2001:500:4b::/48,2001:500:4c::/48,2001:500:4d::/48,2001:500:4e::/48,2001:500:4f::/48,2001:500:7d::/48,2001:500:83::/48,2001:500:8c::/48,2001:500:a4::/48,2001:500:a5::/48,2001:500:e0::/48,2001:500:e1::/48,2001:678:3::/48,2001:678:28::/48,2001:678:4c::/48,2001:678:60::/48,2001:678:78::/48,2001:678:94::/48,2620:171:53::/48,2620:171:f0::/48,2620:171:f1::/48,2620:171:f4::/48,2620:171:f5::/48,2620:171:f8::/48,2620:171:f9::/48,2620:171:a00::/48,2620:171:a01::/48,2620:171:a02::/48,2620:171:a03::/48,2620:171:a04::/48,2620:171:a05::/48,2620:171:a06::/48,2620:171:a07::/48,2620:171:a08::/48,2620:171:a09::/48,2620:171:a0a::/48,2620:171:a0b::/48,2620:171:a0c::/48,2620:171:a0d::/48,2620:171:a0e::/48,2620:171:a0f::/48,2a01:8840:4::/48,2a01:8840:5::/48,2a01:8840:15::/48,2a01:8840:19::/48,2a01:8840:1d::/48,2a01:8840:21::/48,2a01:8840:25::/48,2a01:8840:29::/48,2a01:8840:2d::/48,2a01:8840:31::/48,2a01:8840:35::/48,2a01:8840:39::/48,2a01:8840:3d::/48,2a01:8840:41::/48,2a01:8840:45::/48,2a01:8840:4d::/48,2a01:8840:51::/48,2a01:8840:55::/48,2a01:8840:59::/48,2a01:8840:5d::/48,2a01:8840:61::/48,2a01:8840:65::/48,2a01:8840:69::/48,2a01:8840:6d::/48,2a01:8840:71::/48,2a01:8840:75::/48,2a01:8840:79::/48,2a01:8840:7d::/48,2a01:8840:81::/48,2a01:8840:85::/48,2a01:8840:89::/48,2a01:8840:8d::/48,2a01:8840:91::/48,2a01:8840:95::/48,2a01:8840:99::/48,2a01:8840:9d::/48,2a01:8840:a1::/48,2a01:8840:a5::/48,2a01:8840:a9::/48,2a01:8840:ad::/48,2a01:8840:b1::/48,2a01:8840:b5::/48,2a01:8840:b9::/48,2a01:8840:bd::/48,2a01:8840:c1::/48,2a01:8840:c5::/48,2a01:8840:c9::/48,2a01:8840:cd::/48,2a01:8840:d1::/48,2a01:8840:d5::/48,2a01:8840:d9::/48,2a01:8840:dd::/48,2a01:8840:e1::/48,2a01:8840:e5::/48,2a01:8840:e9::/48,2a01:8840:ed::/48,2a01:8840:f1::/48
668|arin|US|government|yes|2|1|50.00|2001:480::/32,2001:480:e::/48
22|arin|US|government|no|2|0|0.00|2001:480:10::/48,2001:480:560::/48
48|arin|US|government|no|1|0|0.00|2001:480:20::/48
5058|arin|US|government|no|1|0|0.00|2001:480:23::/48
13|arin|US|government|no|2|0|0.00|2001:480:30::/48,2001:500:1::/48
5887|arin|US|government|no|1|0|0.00|2001:480:31::/48
252|arin|US|government|no|1|0|0.00|2001:480:34::/48
289|arin|US|government|no|1|0|0.00|2001:480:36::/48
5957|arin|US|government|no|2|0|0.00|2001:480:60::/48,2001:480:62::/48
5980|arin|US|government|no|1|0|0.00|2001:480:90::/48
5132|arin|US|government|no|4|0|0.00|2001:480:a0::/48,2001:480:a1::/48,2001:480:b0::/48,2001:480:b1::/48
3381|arin|US|government|no|1|0|0.00|2001:480:120::/48
5978|arin|US|government|no|1|0|0.00|2001:480:161::/48
5264|arin|US|none|no|1|0|0.00|2001:480:201::/48
687|arin|US|government|no|1|0|0.00|2001:480:240::/48
228|arin|US|government|no|1|0|0.00|2001:480:253::/48
2621|arin|US|government|no|1|0|0.00|2001:480:331::/48
37|arin|US|government|no|1|0|0.00|2001:480:501::/48
89|arin|US|government|no|1|0|0.00|2001:480:540::/48
84|arin|US|government|no|1|0|0.00|2001:480:630::/48
15147|arin|US|government|no|1|0|0.00|2001:480:1420::/48
1655|arin|US|none|no|1|0|0.00|2001:480:2042::/48
14277|arin|US|isp|no|1|0|0.00|2001:490::/32
1248|ripencc|EU|hosting|yes|11|1|9.09|2001:490::/35,2001:490:2a00::/46,2001:490:4000::/46,2001:490:4008::/48,2001:490:4a00::/46,2001:490:600c::/46,2a00:1c68::/32,2a00:1c68:3000::/36,2a00:1c68:5000::/36,2a00:1c68:7000::/36,2a00:1c68:9000::/36
14803|arin|US|business|yes|4|1|25.00|2001:490:2000::/35,2001:490:2000::/46,2001:490:2008::/46,2001:490:6008::/46
8134|arin|US|isp|no|1|0|0.00|2001:4a0::/32
1668|arin|US|none|no|2|0|0.00|2001:4b0::/32,2a03:cd00::/32
14654|arin|US|isp|no|1|0|0.00|2001:4b8::/32
855|arin|CA|isp|yes|6|1|16.67|2001:4c0::/32,2001:4c0:2000::/48,2001:4c0:2001::/48,2001:4c0:6000::/48,2001:4c0:8002::/48,2620:46:4000::/48
15290|arin|CA|isp|no|3|0|0.00|2001:4c8::/33,2607:ca00::/32,2620:108:4022::/48
297|arin|US|government|no|1|0|0.00|2001:4d0::/32
24|arin|US|government|no|1|0|0.00|2001:4d0:108::/48
1701|arin|US|government|no|1|0|0.00|2001:4d0:2400::/40
7847|arin|US|government|no|1|0|0.00|2001:4d0:2418::/48
22767|arin|US|government|no|1|0|0.00|2001:4d0:241b::/48
10343|arin|US|government|no|2|0|0.00|2001:4d0:6118::/48,2001:4d0:6318::/48
2381|arin|US|education|no|3|0|0.00|2001:4e0::/32,2606:7c00::/32,2607:fc80::/32
6327|arin|CA|isp|yes|11|1|9.09|2001:4e8::/32,2607:ffb0::/32,2607:ffb0:1000::/40,2607:ffb0:2000::/40,2607:ffb0:3000::/40,2607:ffb0:4000::/40,2607:ffb0:5000::/40,2607:ffb0:6000::/40,2607:ffb0:7000::/40,2607:ffb0:8000::/40,2620:8::/41
1280|arin|US|business|no|14|0|0.00|2001:4f8::/32,2001:500:61::/48,2001:500:6b::/48,2001:500:71::/48,2001:500:8d::/48,2001:dd8:15::/48,2001:dd8:17::/48,2001:dd8:18::/48,2001:dd8:19::/48,2001:dd8:1a::/48,2001:dd8:1b::/48,2001:dd8:1c::/48,2001:dd8:1e::/48,2401:2001::/32
2149|arin|US|isp|no|1|0|0.00|2001:500:2::/48
20144|arin|US|hosting|no|3|0|0.00|2001:500:3::/48,2001:500:9c::/48,2001:500:9d::/48
10745|arin|US|hosting|no|1|0|0.00|2001:500:4::/48
40490|arin|CA|hosting|no|1|0|0.00|2001:500:7::/48
13714|arin|CA|hosting|no|1|0|0.00|2001:500:8::/48
13901|arin|CA|hosting|no|1|0|0.00|2001:500:a::/48
12041|arin|CA|business|no|217|0|0.00|2001:500:b::/48,2001:500:c::/48,2001:500:d::/48,2001:500:e::/48,2001:500:f::/48,2001:500:16::/48,2001:500:17::/48,2001:500:18::/48,2001:500:19::/48,2001:500:1a::/48,2001:500:1b::/48,2001:500:1c::/48,2001:500:1d::/48,2001:500:1e::/48,2001:500:1f::/48,2001:500:20::/48,2001:500:21::/48,2001:500:22::/48,2001:500:23::/48,2001:500:24::/48,2001:500:25::/48,2001:500:26::/48,2001:500:27::/48,2001:500:28::/48,2001:500:29::/48,2001:500:2c::/48,2001:500:50::/48,2001:500:51::/48,2001:500:52::/48,2001:500:53::/48,2001:500:54::/48,2001:500:55::/48,2001:500:56::/48,2001:500:8e::/48,2001:500:a0::/48,2001:500:a1::/48,2001:500:a2::/48,2001:500:a3::/48,2001:500:c0::/48,2001:500:c1::/48,2001:500:d0::/48,2001:500:d1::/48,2a01:8840::/48,2a01:8840:1::/48,2a01:8840:2::/48,2a01:8840:3::/48,2a01:8840:6::/48,2a01:8840:7::/48,2a01:8840:8::/48,2a01:8840:9::/48,2a01:8840:f::/48,2a01:8840:10::/48,2a01:8840:12::/48,2a01:8840:13::/48,2a01:8840:14::/48,2a01:8840:16::/48,2a01:8840:17::/48,2a01:8840:18::/48,2a01:8840:1a::/48,2a01:8840:1b::/48,2a01:8840:1c::/48,2a01:8840:1e::/48,2a01:8840:1f::/48,2a01:8840:20::/48,2a01:8840:22::/48,2a01:8840:23::/48,2a01:8840:24::/48,2a01:8840:26::/48,2a01:8840:27::/48,2a01:8840:28::/48,2a01:8840:2a::/48,2a01:8840:2b::/48,2a01:8840:2c::/48,2a01:8840:2e::/48,2a01:8840:2f::/48,2a01:8840:30::/48,2a01:8840:32::/48,2a01:8840:33::/48,2a01:8840:34::/48,2a01:8840:36::/48,2a01:8840:37::/48,2a01:8840:38::/48,2a01:8840:3a::/48,2a01:8840:3b::/48,2a01:8840:3c::/48,2a01:8840:3e::/48,2a01:8840:3f::/48,2a01:8840:40::/48,2a01:8840:42::/48,2a01:8840:43::/48,2a01:8840:44::/48,2a01:8840:4a::/48,2a01:8840:4b::/48,2a01:8840:4c::/48,2a01:8840:4e::/48,2a01:8840:4f::/48,2a01:8840:50::/48,2a01:8840:52::/48,2a01:8840:53::/48,2a01:8840:54::/48,2a01:8840:5a::/48,2a01:8840:5b::/48,2a01:8840:5c::/48,2a01:8840:5e::/48,2a01:8840:5f::/48,2a01:8840:60::/48,2a01:8840:62::/48,2a01:8840:63::/48,2a01:8840:64::/48,2a01:8840:66::/48,2a01:8840:67::/48,2a01:8840:68::/48,2a01:8840:6a::/48,2a01:8840:6b::/48,2a01:8840:6c::/48,2a01:8840:6e::/48,2a01:8840:6f::/48,2a01:8840:70::/48,2a01:8840:72::/48,2a01:8840:73::/48,2a01:8840:74::/48,2a01:8840:76::/48,2a01:8840:77::/48,2a01:8840:78::/48,2a01:8840:7a::/48,2a01:8840:7b::/48,2a01:8840:7c::/48,2a01:8840:7e::/48,2a01:8840:7f::/48,2a01:8840:80::/48,2a01:8840:82::/48,2a01:8840:83::/48,2a01:8840:84::/48,2a01:8840:86::/48,2a01:8840:87::/48,2a01:8840:88::/48,2a01:8840:8a::/48,2a01:8840:8b::/48,2a01:8840:8c::/48,2a01:8840:8e::/48,2a01:8840:8f::/48,2a01:8840:90::/48,2a01:8840:92::/48,2a01:8840:93::/48,2a01:8840:94::/48,2a01:8840:96::/48,2a01:8840:97::/48,2a01:8840:98::/48,2a01:8840:9a::/48,2a01:8840:9b::/48,2a01:8840:9c::/48,2a01:8840:9e::/48,2a01:8840:9f::/48,2a01:8840:a0::/48,2a01:8840:a2::/48,2a01:8840:a3::/48,2a01:8840:a4::/48,2a01:8840:a6::/48,2a01:8840:a7::/48,2a01:8840:a8::/48,2a01:8840:aa::/48,2a01:8840:ab::/48,2a01:8840:ac::/48,2a01:8840:ae::/48,2a01:8840:af::/48,2a01:8840:b0::/48,2a01:8840:b2::/48,2a01:8840:b3::/48,2a01:8840:b4::/48,2a01:8840:b6::/48,2a01:8840:b7::/48,2a01:8840:b8::/48,2a01:8840:ba::/48,2a01:8840:bb::/48,2a01:8840:bc::/48,2a01:8840:be::/48,2a01:8840:bf::/48,2a01:8840:c0::/48,2a01:8840:c2::/48,2a01:8840:c3::/48,2a01:8840:c4::/48,2a01:8840:c6::/48,2a01:8840:c7::/48,2a01:8840:c8::/48,2a01:8840:ca::/48,2a01:8840:cb::/48,2a01:8840:cc::/48,2a01:8840:ce::/48,2a01:8840:cf::/48,2a01:8840:d0::/48,2a01:8840:d2::/48,2a01:8840:d3::/48,2a01:8840:d4::/48,2a01:8840:d6::/48,2a01:8840:d7::/48,2a01:8840:d8::/48,2a01:8840:da::/48,2a01:8840:db::/48,2a01:8840:dc::/48,2a01:8840:de::/48,2a01:8840:df::/48,2a01:8840:e0::/48,2a01:8840:e2::/48,2a01:8840:e3::/48,2a01:8840:e4::/48,2a01:8840:e6::/48,2a01:8840:e7::/48,2a01:8840:e8::/48,2a01:8840:ea::/48,2a01:8840:eb::/48,2a01:8840:ec::/48,2a01:8840:ee::/48,2a01:8840:ef::/48,2a01:8840:f0::/48,2a01:8840:1ba::/48,2a04:2b03:13cc::/48,2a04:2b03:14bb::/48
36810|arin|PR|none|no|1|0|0.00|2001:500:10::/48
393225|arin|US|hosting|no|1|0|0.00|2001:500:13::/48
715|arin|US|hosting|yes|4|1|25.00|2001:500:15::/48,2620:0:870::/45,2620:0:876::/48,2620:171::/40
3557|arin|US|business|yes|3|1|33.33|2001:500:2e::/47,2001:500:2e::/48,2001:500:2f::/48
393220|arin|US|business|no|1|0|0.00|2001:500:31::/48
30132|arin|US|hosting|no|1|0|0.00|2001:500:60::/48
33072|arin|US|none|no|1|0|0.00|2001:500:62::/48
30126|arin|US|none|no|1|0|0.00|2001:500:64::/48
33082|arin|US|none|no|1|0|0.00|2001:500:66::/48
30122|arin|US|none|no|1|0|0.00|2001:500:67::/48
27322|arin|US|none|no|1|0|0.00|2001:500:68::/48
33081|arin|US|none|no|1|0|0.00|2001:500:6d::/48
30128|arin|US|business|no|1|0|0.00|2001:500:6f::/48
33079|arin|US|none|no|1|0|0.00|2001:500:72::/48
30134|arin|US|none|no|1|0|0.00|2001:500:73::/48
33075|arin|US|none|no|1|0|0.00|2001:500:75::/48
30124|arin|US|none|no|1|0|0.00|2001:500:77::/48
30130|arin|US|none|no|1|0|0.00|2001:500:7c::/48
27299|arin|CA|isp|no|19|0|0.00|2001:500:80::/48,2001:500:81::/48,2001:500:82::/48,2620:10a:8000::/48,2620:10a:8001::/48,2620:10a:8002::/48,2620:10a:8003::/48,2620:10a:8004::/48,2620:10a:8005::/48,2620:10a:8006::/48,2620:10a:8007::/48,2620:10a:8008::/48,2620:10a:8009::/48,2620:10a:800a::/48,2620:10a:800b::/48,2620:10a:800c::/48,2620:10a:800d::/48,2620:10a:800e::/48,2620:10a:80fe::/48
226|arin|US|education|no|2|0|0.00|2001:500:84::/48,2001:1878::/32
53459|arin|US|hosting|no|1|0|0.00|2001:500:85::/48
26710|arin|US|business|no|3|0|0.00|2001:500:86::/48,2001:500:87::/48,2001:500:89::/48
16876|arin|US|business|no|2|0|0.00|2001:500:88::/48,2620:0:2830::/48
33517|arin|US|hosting|yes|22|1|4.55|2001:500:90::/48,2001:500:94::/48,2001:df0:258::/48,2001:df0:259::/48,2001:df0:25b::/48,2600:2000:1::/48,2600:2001::/32,2600:2002::/32,2600:2003::/32,2600:2004::/32,2600:2005::/32,2600:2006::/32,2600:2007::/32,2600:2008::/32,2600:2009::/32,2600:200a::/32,2600:200b::/32,2600:200b:101::/48,2600:200c::/32,2600:200d::/32,2600:200e::/32,2600:200f::/32
53535|arin|US|hosting|no|2|0|0.00|2001:500:98::/48,2001:500:f0::/48
25572|ripencc|ES|none|no|1|0|0.00|2001:500:99::/48
27319|arin|US|none|no|1|0|0.00|2001:500:9a::/48
393246|arin|CA|business|no|1|0|0.00|2001:500:a6::/48
55195|arin|CA|isp|no|4|0|0.00|2001:500:a7::/48,2620:10a:80ec::/48,2620:10a:80ed::/48,2620:10a:80ee::/48
198260|ripencc|IE|hosting|no|1|0|0.00|2001:500:f1::/48
21775|arin|CA|business|yes|6|1|16.67|2001:500:100::/46,2001:500:102::/48,2001:500:104::/46,2001:500:108::/47,2001:1900:2262::/48,2001:1978:801::/48
36616|arin|US|none|no|1|0|0.00|2001:500:30ff::/48
36619|arin|US|none|no|2|0|0.00|2001:500:4431::/48,2001:503:6810::/48
36622|arin|US|none|no|10|0|0.00|2001:500:7967::/48,2001:500:d937::/48,2001:502:8cc::/48,2001:502:cbe4::/48,2001:503:231d::/48,2001:503:7bbf::/48,2001:503:83eb::/48,2001:503:a83e::/48,2001:503:ba3e::/48,2001:503:cc2c::/48
36629|arin|US|none|no|3|0|0.00|2001:500:856e::/48,2001:503:91ef::/48,2620:74:19::/48
36630|arin|US|none|no|1|0|0.00|2001:500:ed30::/48
36626|arin|US|none|no|1|0|0.00|2001:501:8a29::/48
36625|arin|US|none|no|1|0|0.00|2001:502:8c25::/48
36620|arin|US|none|no|1|0|0.00|2001:502:be98::/48
36623|arin|US|none|no|2|0|0.00|2001:503:c27::/48,2001:503:f3da::/48
36617|arin|US|none|no|1|0|0.00|2001:503:3227::/48
36631|arin|US|none|no|1|0|0.00|2001:503:4872::/48
36627|arin|US|none|no|1|0|0.00|2001:503:5419::/48
36624|arin|US|none|no|1|0|0.00|2001:503:5ae2::/48
32978|arin|US|none|no|2|0|0.00|2001:503:7bbb::/48,2001:503:d1ae::/48
36621|arin|US|none|no|1|0|0.00|2001:503:bfb0::/48
19907|arin|US|none|no|1|0|0.00|2001:503:c779::/48
36628|arin|US|none|no|2|0|0.00|2001:503:d414::/48,2001:503:ff39::/48
36632|arin|US|none|no|1|0|0.00|2001:503:e8ef::/48
36618|arin|US|none|no|1|0|0.00|2001:503:f189::/48
11670|arin|CA|none|no|2|0|0.00|2001:504:1a::/48,2620:10a:800f::/48
14432|arin|GD|isp|no|1|0|0.00|2001:504:35::/48
4323|arin|US|none|no|9|0|0.00|2001:506:8::/48,2001:4870::/31,2620:ba:8000::/48,2620:108:20::/48,2620:108:22::/48,2620:108:e4::/48,2620:108:4020::/48,2620:108:4025::/48,2a04:a802:101::/48
376|arin|CA|education|yes|8|1|12.50|2001:510::/32,2001:510:100::/48,2001:510:108::/48,2001:510:202::/48,2001:510:204::/48,2001:510:206::/48,2001:510:302::/48,2001:510:c010::/48
8001|arin|US|hosting|no|2|0|0.00|2001:518::/32,2600:3c03::/32
8103|arin|US|government|no|1|0|0.00|2001:520::/32
46742|arin|US|hosting|no|1|0|0.00|2001:528::/32
8175|arin|US|business|no|1|0|0.00|2001:530::/32
8123|arin|US|hosting|no|2|0|0.00|2001:530:8::/48,2606:df00:8::/48
7381|arin|US|hosting|no|3|0|0.00|2001:538::/32,2600:1100::/28,2607:f020:2000::/40
174|arin|US|isp|yes|264|2|0.76|2001:550::/32,2001:550:103::/48,2001:550:201::/48,2001:550:202::/48,2001:550:203::/48,2001:550:204::/48,2001:550:206::/47,2001:550:301::/48,2001:550:303::/48,2001:550:304::/48,2001:550:306::/48,2001:550:801::/48,2001:550:802::/48,2001:550:902::/48,2001:550:904::/48,2001:550:907::/48,2001:550:908::/48,2001:550:c01::/48,2001:550:c02::/48,2001:550:c03::/48,2001:550:d01::/48,2001:550:1201::/48,2001:550:1501::/48,2001:550:1601::/48,2001:550:1603::/48,2001:550:1800::/48,2001:550:1d02::/48,2001:550:1e01::/48,2001:550:2101::/48,2001:550:2102::/48,2001:550:2203::/48,2001:550:2a01::/48,2001:550:2e00::/48,2001:550:3100::/48,2001:550:3201::/48,2001:550:3300::/48,2001:550:3301::/48,2001:550:3501::/48,2001:550:3602::/48,2001:550:3d01::/48,2001:550:3d02::/48,2001:550:3d03::/48,2001:550:3d04::/48,2001:550:4a00::/48,2001:550:4a02::/48,2001:550:4f01::/48,2001:550:5401::/48,2001:550:5402::/48,2001:550:5403::/48,2001:550:5601::/48,2001:550:5c02::/48,2001:550:5d01::/48,2001:550:5e00::/48,2001:550:6300::/48,2001:550:6602::/48,2001:550:6702::/48,2001:550:6c00::/48,2001:550:7300::/48,2001:550:8301::/48,2001:550:8900::/48,2001:550:8b00::/48,2001:550:8e02::/48,2001:550:9300::/48,2001:550:9800::/48,2001:550:9c00::/48,2001:67c:12e8::/48,2001:978::/32,2001:978:501::/48,2001:978:502::/48,2001:978:800::/48,2001:978:802::/48,2001:978:f00::/48,2001:978:1b01::/48,2001:978:1c00::/48,2001:978:1c03::/48,2001:978:1d01::/48,2001:978:1e01::/48,2001:978:1e02::/48,2001:978:1e03::/48,2001:978:2303::/48,2001:978:2601::/48,2001:978:3c01::/48,2001:978:4000::/48,2001:978:4001::/48,2001:978:5a00::/48,2001:978:6401::/48,2001:978:6600::/48,2001:978:6701::/48,2001:978:6702::/48,2001:978:6703::/48,2001:978:6704::/48,2001:978:6705::/48,2001:978:6706::/48,2001:978:6707::/48,2001:978:6708::/48,2001:978:6709::/48,2001:978:670a::/48,2001:978:670b::/48,2001:978:670c::/48,2001:978:670d::/48,2001:978:670e::/48,2001:978:670f::/48,2001:978:6710::/48,2001:978:7000::/48,2001:978:7500::/48,2001:978:7800::/48,2001:978:8300::/48,2001:978:8700::/48,2001:978:8801::/48,2001:978:a500::/48,2001:1900:2228::/48,2001:49f0:1::/48,2001:49f0:100d::/48,2001:49f0:1010::/48,2001:49f0:2001::/48,2001:49f0:2002::/48,2001:49f0:2003::/48,2001:49f0:2004::/48,2001:49f0:2005::/48,2001:49f0:2006::/48,2001:49f0:2007::/48,2001:49f0:2008::/48,2001:49f0:2009::/48,2001:49f0:200a::/48,2001:49f0:200b::/48,2001:49f0:200c::/48,2001:49f0:200d::/48,2001:49f0:200e::/48,2001:49f0:200f::/48,2001:49f0:2010::/48,2001:49f0:2011::/48,2001:49f0:2012::/48,2001:49f0:2013::/48,2001:49f0:2014::/48,2001:49f0:2015::/48,2001:49f0:2016::/48,2001:49f0:2017::/48,2001:49f0:2018::/48,2001:49f0:2019::/48,2001:49f0:201a::/48,2001:49f0:201b::/48,2001:49f0:201c::/48,2001:49f0:201d::/48,2001:49f0:201e::/48,2001:49f0:201f::/48,2001:49f0:2020::/48,2001:49f0:2021::/48,2001:49f0:2022::/48,2001:49f0:2023::/48,2001:49f0:2024::/48,2001:49f0:2027::/48,2001:49f0:2028::/48,2001:49f0:2029::/48,2001:49f0:202a::/48,2001:49f0:202b::/48,2001:49f0:202c::/48,2001:49f0:202d::/48,2001:49f0:202e::/48,2001:49f0:202f::/48,2001:49f0:2030::/48,2001:49f0:2031::/48,2001:49f0:2032::/48,2001:49f0:2033::/48,2001:49f0:2034::/48,2001:49f0:2035::/48,2001:49f0:2036::/48,2001:49f0:2037::/48,2001:49f0:2039::/48,2001:49f0:203a::/48,2001:49f0:203b::/48,2001:49f0:203c::/48,2001:49f0:203d::/48,2001:49f0:203e::/48,2001:49f0:203f::/48,2001:49f0:2040::/48,2001:49f0:2041::/48,2001:49f0:2042::/48,2001:49f0:2043::/48,2001:49f0:2044::/48,2001:49f0:2045::/48,2001:49f0:2046::/48,2001:49f0:2047::/48,2001:49f0:2048::/48,2001:49f0:2049::/48,2001:49f0:204a::/48,2001:49f0:204b::/48,2001:49f0:204c::/48,2001:49f0:204d::/48,2001:49f0:204e::/48,2001:49f0:204f::/48,2001:49f0:3000::/48,2001:49f0:3001::/48,2001:49f0:3002::/48,2001:49f0:3003::/48,2001:49f0:3004::/48,2001:49f0:3005::/48,2001:49f0:3006::/48,2001:49f0:3007::/48,2001:49f0:30a0::/48,2001:49f0:4021::/48,2001:49f0:5000::/48,2001:49f0:6000::/48,2001:49f0:7001::/48,2001:49f0:7002::/48,2001:49f0:a007::/48,2001:49f0:a00b::/48,2001:49f0:a00d::/48,2001:49f0:a011::/48,2001:49f0:a012::/48,2001:49f0:a013::/48,2001:49f0:a015::/48,2001:49f0:a016::/48,2001:49f0:a017::/48,2001:49f0:a018::/48,2001:49f0:a01a::/48,2001:49f0:a01f::/48,2001:49f0:a022::/48,2001:49f0:a023::/48,2001:49f0:a024::/48,2001:49f0:a027::/48,2001:49f0:a030::/48,2001:49f0:a032::/48,2001:49f0:a038::/48,2001:49f0:a03a::/48,2001:49f0:a03d::/48,2001:49f0:a03e::/48,2001:49f0:a046::/48,2001:49f0:a049::/48,2001:49f0:a04b::/48,2001:49f0:a050::/48,2001:49f0:a052::/48,2001:49f0:a054::/48,2001:49f0:a058::/48,2001:49f0:a05a::/48,2001:49f0:a05c::/48,2001:49f0:a05e::/48,2001:49f0:a05f::/48,2001:49f0:a062::/48,2001:49f0:a063::/48,2001:49f0:a06a::/48,2001:49f0:d006::/48,2001:49f0:d009::/48,2001:49f0:d00b::/48,2001:49f0:d00e::/48,2001:49f0:d00f::/48,2001:49f0:d010::/48,2001:49f0:d011::/48,2604:e980:caf0::/48,2607:9700::/32,2607:f298:a::/48,2607:f700::/32,2610:b0:c100::/40,2620:90::/48,2620:9a:8000::/48,2620:fb::/48,2a00:f620::/32,2a01:8640:3::/48,2a01:8640:4::/48,2a02:4200::/32,2a02:56c0::/32,2a02:c1c0::/29,2a02:f181:1000::/48,2a04:180::/29,2a04:b000::/29
14987|arin|US|hosting|no|1|0|0.00|2001:550:101::/48
16409|arin|US|isp|no|1|0|0.00|2001:550:102::/48
62604|arin|US|none|no|2|0|0.00|2001:550:305::/48,2620:54:4000::/48
14877|arin|US|isp|no|2|0|0.00|2001:550:501::/48,2001:550:6700::/48
54412|arin|CA|hosting|no|2|0|0.00|2001:550:906::/48,2604:1f80::/32
18640|arin|US|business|no|1|0|0.00|2001:550:a01::/48
54825|arin|US|hosting|no|2|0|0.00|2001:550:e01::/48,2604:1380::/32
14797|arin|US|none|no|1|0|0.00|2001:550:1103::/48
35987|arin|US|none|no|1|0|0.00|2001:550:1500::/48
23073|arin|US|none|no|1|0|0.00|2001:550:1901::/48
29965|arin|US|none|no|1|0|0.00|2001:550:1905::/48
4893|arin|US|business|no|2|0|0.00|2001:550:1d01::/48,2620:4f::/48
18531|arin|US|isp|no|1|0|0.00|2001:550:2400::/48
33083|arin|US|hosting|no|1|0|0.00|2001:550:3800::/48
54035|arin|US|isp|no|1|0|0.00|2001:550:4500::/48
62485|arin|US|hosting|no|1|0|0.00|2001:550:6801::/48
36446|arin|US|hosting|no|2|0|0.00|2001:550:6a00::/48,2604:7180::/32
62710|arin|US|none|no|3|0|0.00|2001:550:7400::/48,2602:ffdb::/41,2602:ffdb:f80::/41
46642|arin|US|business|no|1|0|0.00|2001:550:8800::/48
63007|arin|US|government|no|1|0|0.00|2001:550:8d01::/48
7922|arin|US|isp|no|2|0|0.00|2001:558::/29,2601::/28
16625|arin|US|hosting|no|3|0|0.00|2001:559:10::/48,2406:3000:35::/48,2a02:2f0f:4::/48
7046|arin|US|isp|no|12|0|0.00|2001:559:37::/48,2600:80c:d20::/48,2607:f220:201::/48,2607:f250:d004::/48,2607:f250:d008::/48,2607:f250:d00c::/48,2607:f250:d010::/48,2607:f250:d014::/48,2607:f250:d018::/48,2607:f250:d01c::/48,2607:f250:d020::/48,2620:0:250::/48
26868|arin|US|isp|no|1|0|0.00|2001:559:8001::/48
18530|arin|US|hosting|no|1|0|0.00|2001:560::/32
852|arin|CA|isp|yes|18|2|11.11|2001:568::/36,2001:569::/33,2001:569:8000::/34,2001:569:c000::/34,2001:569:c007::/48,2001:56a::/33,2001:56a:8000::/33,2001:56b::/34,2001:56b:4000::/36,2001:56b:5000::/36,2001:56b:8000::/35,2001:56b:a000::/35,2001:56b:c000::/35,2001:56b:c007::/48,2607:fe88:1000::/36,2607:fe88:2000::/36,2607:fe88:3000::/36,2607:fe88:4000::/36
6066|arin|US|none|no|1|0|0.00|2001:570::/48
