region|date|from1to24|from25to49|from50to74|from75to100
lacnic|20180815|534|422|326|767
lacnic|20180915|573|416|326|779
lacnic|20181015|557|411|332|809
lacnic|20181115|583|417|355|846
lacnic|20181215|568|415|347|872
lacnic|20190115|567|429|349|866
lacnic|20190215|579|441|333|884
lacnic|20190315|587|434|332|895
lacnic|20190415|606|455|324|905
lacnic|20190515|639|444|343|939
lacnic|20190615|572|472|331|1016
lacnic|20190715|582|461|342|1040
lacnic|20190815|556|499|404|1074
lacnic|20190915|574|495|363|1105
lacnic|20191015|598|503|388|1136
lacnic|20191115|613|522|397|1135
lacnic|20191215|612|540|381|1105
lacnic|20200115|607|552|382|1127
lacnic|20200215|591|549|401|1131
lacnic|20200315|616|549|443|1151
lacnic|20200415|657|582|459|1170
lacnic|20200515|652|608|470|1201
lacnic|20200615|732|618|481|1161
lacnic|20200715|750|623|503|1157
lacnic|20200815|715|654|509|1179
lacnic|20200915|735|673|533|1203
lacnic|20201015|699|648|525|1274
lacnic|20201115|715|656|552|1278
lacnic|20201215|731|669|574|1267
lacnic|20210115|734|697|577|1271
lacnic|20210215|744|684|577|1290
lacnic|20210315|743|722|576|1305
lacnic|20210415|778|723|575|1334
lacnic|20210515|765|739|584|1337
lacnic|20210615|757|803|560|1387
lacnic|20210715|759|807|616|1388
lacnic|20210815|806|843|580|1374
lacnic|20210915|825|838|593|1404
lacnic|20211015|780|852|609|1397
lacnic|20211115|792|860|613|1397
lacnic|20211215|799|846|603|1421
lacnic|20220115|795|880|627|1421
lacnic|20220215|822|875|637|1410
lacnic|20220315|787|911|627|1400
lacnic|20220415|778|924|610|1440
lacnic|20220515|816|909|632|1408
lacnic|20220615|810|915|669|1423
lacnic|20220715|838|866|660|1441
lacnic|20220815|823|879|674|1438
lacnic|20220915|836|869|671|1469
lacnic|20221015|800|883|684|1481
lacnic|20221115|786|869|689|1471
lacnic|20221215|800|871|680|1458
lacnic|20230115|779|905|657|1465
lacnic|20230215|795|912|653|1492
lacnic|20230315|823|918|705|1459
lacnic|20230415|792|936|712|1488
lacnic|20230515|802|965|709|1513
lacnic|20230615|796|983|706|1527
lacnic|20230715|791|986|698|1501
lacnic|20230815|804|968|691|1539
lacnic|20230915|839|956|694|1561
lacnic|20231015|786|993|711|1539
lacnic|20231115|800|979|726|1527
lacnic|20231215|817|996|702|1522
lacnic|20240115|825|1005|705|1497
lacnic|20240215|811|984|713|1536
lacnic|20240315|804|963|724|1562
lacnic|20240415|813|971|729|1593
lacnic|20240515|830|981|713|1616
lacnic|20240615|830|986|720|1632
ripencc|20140615|425|417|594|3955
ripencc|20140715|406|444|592|3971
ripencc|20140815|411|449|593|3960
ripencc|20140915|411|456|620|3985
ripencc|20141015|422|465|626|4056
ripencc|20141115|428|445|605|4070
ripencc|20141215|401|453|628|4179
ripencc|20150115|428|471|633|4184
ripencc|20150215|426|471|635|4148
ripencc|20150315|461|457|624|4151
ripencc|20150415|447|473|613|4260
ripencc|20150515|444|453|646|4253
ripencc|20150615|439|451|609|4276
ripencc|20150715|458|463|601|4267
ripencc|20150815|447|471|614|4267
ripencc|20150915|442|475|621|4259
ripencc|20151015|443|482|624|4283
ripencc|20151115|450|481|615|4222
ripencc|20151215|471|470|630|4285
ripencc|20160115|478|507|667|4278
ripencc|20160215|509|501|663|4285
ripencc|20160315|497|510|661|4322
ripencc|20160415|509|523|650|4351
ripencc|20160515|503|535|662|4288
ripencc|20160615|519|531|642|4346
ripencc|20160715|501|545|648|4381
ripencc|20160815|542|553|655|4338
ripencc|20160915|511|537|660|4396
ripencc|20161015|511|561|736|4677
ripencc|20161115|523|538|713|4466
ripencc|20161215|504|556|702|4351
ripencc|20170115|511|567|697|4370
ripencc|20170215|510|573|693|4493
ripencc|20170315|537|583|763|4662
ripencc|20170415|532|585|704|4408
ripencc|20170515|552|585|737|4406
ripencc|20170615|542|592|766|4374
ripencc|20170715|563|572|776|4385
ripencc|20170815|551|561|758|4411
ripencc|20170915|570|571|768|4473
ripencc|20171015|568|598|772|4497
ripencc|20171115|573|624|775|4601
ripencc|20171215|566|632|775|4658
ripencc|20180115|570|617|768|4627
ripencc|20180215|563|616|776|4785
ripencc|20180315|572|666|785|5033
ripencc|20180415|566|647|784|4740
ripencc|20180515|578|629|794|4737
ripencc|20180615|585|664|805|4663
ripencc|20180715|600|663|795|4695
ripencc|20180815|608|660|789|4754
ripencc|20180915|591|675|788|4779
ripencc|20181015|614|681|774|4827
ripencc|20181115|604|657|782|4871
ripencc|20181215|616|661|783|4900
ripencc|20190115|595|653|789|4888
ripencc|20190215|635|657|819|4919
ripencc|20190315|631|662|806|4994
ripencc|20190415|635|648|809|5105
ripencc|20190515|646|664|805|5108
ripencc|20190615|638|659|799|5128
ripencc|20190715|657|654|800|5184
ripencc|20190815|647|647|830|5173
ripencc|20190915|672|641|835|5099
ripencc|20191015|660|661|860|5105
ripencc|20191115|669|667|829|5182
ripencc|20191215|683|648|834|5118
ripencc|20200115|682|670|825|5167
ripencc|20200215|685|699|808|5166
ripencc|20200315|689|701|848|5213
ripencc|20200415|712|701|856|5317
ripencc|20200515|689|708|860|5329
ripencc|20200615|685|719|873|5302
ripencc|20200715|687|728|863|5315
ripencc|20200815|695|735|875|5328
ripencc|20200915|694|715|888|5315
ripencc|20201015|697|722|899|5362
ripencc|20201115|726|693|893|5373
ripencc|20201215|735|726|907|5463
ripencc|20210115|726|742|909|5527
ripencc|20210215|709|745|889|5472
ripencc|20210315|726|749|892|5524
ripencc|20210415|726|751|906|5556
ripencc|20210515|713|741|897|5550
ripencc|20210615|719|762|904|5559
ripencc|20210715|714|748|943|5500
ripencc|20210815|727|761|941|5613
ripencc|20210915|745|755|929|5553
ripencc|20211015|749|753|942|5580
ripencc|20211115|754|738|939|5573
ripencc|20211215|756|743|937|5575
ripencc|20220115|761|746|946|5611
ripencc|20220215|781|741|947|5633
ripencc|20220315|779|735|939|5636
ripencc|20220415|761|769|1018|6078
ripencc|20220515|772|763|981|5590
ripencc|20220615|775|757|977|5620
ripencc|20220715|780|778|1000|5603
ripencc|20220815|792|754|988|5639
ripencc|20220915|768|782|1018|6088
ripencc|20221015|780|792|986|5584
ripencc|20221115|779|790|960|5631
ripencc|20221215|791|777|967|5595
ripencc|20230115|788|800|984|5544
ripencc|20230215|779|797|979|5608
ripencc|20230315|793|793|1003|5540
ripencc|20230415|807|807|1018|5543
ripencc|20230515|819|798|1021|5575
ripencc|20230615|842|786|1007|5588
ripencc|20230715|845|780|991|5487
ripencc|20230815|833|804|977|5559
ripencc|20230915|838|815|975|5559
ripencc|20231015|830|831|965|5598
ripencc|20231115|810|856|968|5597
ripencc|20231215|806|829|976|5578
ripencc|20240115|819|834|993|5572
ripencc|20240215|837|810|998|5601
ripencc|20240315|820|815|1008|5586
ripencc|20240415|807|803|1022|5617
ripencc|20240515|811|822|1006|5621
ripencc|20240615|809|825|1044|6065
