asn|aspp_average|moreSpecific_average|selective_average
54665|95.93||30.42
54666|96.3||
54668|91.99|17.63|4.78
54669|100.0||50.0
54671|41.87||100.0
54672|100.0||67.0
54673|100.0||
54675|100.0||
54676|100.0||75.55
54677|100.0||
54678|100.0||
54680||20.0|100.0
54681|91.06|9.09|98.68
54682|100.0||
54683|50.0||50.0
54684|100.0||
54686|100.0||
54688|13.54|13.17|24.11
54689|100.0||50.0
54690|55.71|22.08|91.08
54691|82.69|50.0|84.25
54692|100.0||
54693|100.0||
54695|71.44||84.15
54696|33.33|25.0|65.69
54697|63.51||84.87
54698|100.0||
54699|100.0||
54700|||94.47
54701|45.27||100.0
54702|100.0||94.4
54703||20.0|
54704|70.0||50.0
54705|100.0||
54706|66.67|9.77|42.96
54707||19.01|94.44
54708|100.0||
54710|57.02||68.27
54711||25.0|2.31
54712|100.0||
54713|33.33|33.33|90.88
54714|60.07||91.17
54715|100.0||
54717|100.0||
54718|||43.0
54719|100.0||
54720|83.68|10.27|77.77
54721|100.0||
54722|100.0||
54723|94.03||97.65
54725|||46.6
54726|100.0||
54728|74.02|25.0|
54730|||100.0
54731|100.0||
54732||33.33|38.83
54733|100.0||
54735|10.36|10.36|76.36
54736|100.0||57.14
54737|100.0||
54738|66.67||59.38
54739|28.33||86.87
54740|100.0||
54744|98.12||63.55
54745|100.0||
54746|100.0||84.09
54747|||100.0
54748|90.36||100.0
54749|25.0|25.0|0.0
54751|100.0||100.0
54752|100.0||
54753|74.8||99.2
54755|63.08|20.97|3.43
54756|100.0||
54758|100.0||
54759||33.33|0.0
54761|||27.2
54763|||50.0
54765|66.94|44.77|51.32
54767|100.0||
54768|33.33|41.86|4.65
54769|||35.3
54771|55.0|10.0|20.0
54772|97.37||50.0
54774|100.0||
54775|50.67|32.67|14.49
54777|100.0||
54778|23.62||100.0
54780|100.0||
54781|28.08|20.83|100.0
54782|63.52||72.35
54783|100.0||
54786|100.0|42.96|100.0
54787|||75.0
54788|100.0||
54790|||91.3
54792|100.0||
54793|100.0||
54794|50.0||100.0
54795|100.0||
54796|77.27||50.0
54799|34.37|20.39|95.09
54800|38.33|29.81|51.81
54801|50.0||100.0
54803|||100.0
54804|23.36|16.67|90.16
54805||5.88|
54806||11.11|89.02
54808|100.0||
54809|100.0||
54811|33.33|33.07|1.59
54813||33.33|
54814|60.85||51.11
54816|90.53||53.32
54818|45.24||100.0
54819|17.04|22.22|94.66
54820|100.0||
54821|100.0||
54822|34.95||100.0
54823|100.0||
54825|32.93|10.47|89.17
54826|||83.84
54827|77.42||61.83
54829|81.25|20.0|8.0
54830|100.0||
54833|48.19|33.33|91.99
54834|50.0||50.0
54836|33.33|26.42|0.0
54838||50.0|
54839|60.0|9.22|100.0
54840|96.49||95.59
54841|85.14||25.56
54843|68.94|33.26|2.97
54845|33.84||98.62
54848|100.0||
54849|100.0||
54851|100.0|33.33|100.0
54853|100.0||50.0
54855|18.52||100.0
54857|94.64||22.02
54858||7.26|
54859|100.0||
54864|66.78||100.0
54865|100.0||
54866|50.0||92.36
54867|54.23|20.75|1.65
54868|100.0|36.63|45.48
54869|71.53||66.89
54870|100.0||
54871|100.0||
54874||50.0|
54875|100.0||
54876|56.4|21.69|93.77
54877|100.0||
54878|75.0||50.0
54881|100.0||
54882|39.13||71.76
54883|||100.0
54884|100.0||
54885|83.57|15.42|2.0
54886|33.33||89.11
54887|100.0||
54888||33.33|
54889|37.78|19.79|45.0
54891|50.0||50.0
54892|99.47||100.0
54893|||100.0
54894|100.0||
54896||28.87|31.43
54897|100.0||
54898|100.0||
54900|66.67||82.38
54903||18.57|
54904||16.67|100.0
54905|29.26|16.91|90.5
54906|||99.17
54909|100.0||
54910|43.06|23.85|40.42
54911|74.51||29.03
54912|100.0||
54913|100.0||
54914|91.11||100.0
54915|100.0||100.0
54916|100.0||
54917|61.91||51.89
54918|100.0||
54920|100.0||
54921|100.0||
54922|100.0||
54924||33.33|64.67
54925||32.52|0.71
54926|100.0||
54927|43.14||99.18
54929||33.33|12.5
54930|50.0||
54931||2.79|100.0
54932|48.1||79.27
54933|29.11|23.23|85.11
54934|21.72|7.52|81.25
54936|48.29|7.51|30.27
54938|20.0|10.0|76.71
54940|100.0||
54941|100.0||
54942|100.0||
54943|100.0||
54945||13.44|10.85
54947|38.91|13.56|24.45
54948|77.23||36.1
54949|66.67|50.0|1.22
54950|100.0||
54952|||49.75
54956|||50.0
54957|88.83||82.35
54959|56.69||57.91
54960|100.0|20.0|44.84
54962|100.0||
54963|||100.0
54966|100.0||
54967|100.0||
54968|80.85||48.8
54969|100.0||
54971||36.57|38.52
54972|49.55||99.37
54973|93.24|50.0|
54974|100.0||
54976|99.33||100.0
54977|100.0|50.0|100.0
54978|||100.0
54979|52.08|8.93|99.79
54980|85.77|10.0|44.31
54982|100.0||
54983|33.33||75.0
54986|60.28||80.83
54989|35.22|9.26|64.26
54991|||50.0
54992|100.0||
54993|34.18||100.0
54994|13.62|0.63|100.0
54995|78.67||83.12
54996||34.14|100.0
54997|||100.0
54998|70.64||91.41
54999|100.0||
55000|100.0||
55001|49.09|13.96|62.29
55002|3.49|2.83|99.84
55003|100.0|50.0|0.0
55005|100.0||
55007|100.0||100.0
55008|100.0||
55009|||61.62
55011|91.43|12.5|30.71
55013|63.48|19.25|71.43
55016|||98.76
55017||2.5|11.34
55020|96.62|13.31|94.4
55021|||100.0
55022|73.64||93.18
55024|100.0|36.72|12.5
55025|95.06||100.0
55028|100.0|18.66|30.98
55030|100.0||
55031|100.0||
55032|28.98||98.46
55033||22.77|14.88
55034|97.16||77.32
55037|96.42|25.66|29.25
55039|29.63|10.16|76.86
55040|94.59||50.0
55041|100.0||
55042|100.0||
55043|15.03|10.22|72.24
55044|8.77|20.1|47.49
55045|100.0|14.29|12.93
55046|50.0||70.76
55048||0.83|100.0
55049|50.0||99.01
55052|98.75||29.0
55053||8.28|62.5
55055|100.0||
55056|25.0|31.36|100.0
55059|100.0||100.0
55062|100.0||
55064|72.34||80.96
55066|100.0||94.0
55067|100.0||83.0
55068|34.15|33.33|0.0
55069|||33.0
55074|80.62||33.0
55075|52.0|10.0|100.0
55076|64.38||100.0
55077|74.0|33.33|73.43
55079||12.27|100.0
55080|50.0||65.2
55081||7.38|88.3
55082|81.71|10.0|83.0
55083|57.49|15.98|56.6
55084|39.28|33.33|0.0
55085|||79.61
55086|62.35||100.0
55088|25.0|25.0|44.86
55089|75.0||100.0
55090|100.0||
55091|25.33|23.0|22.54
55093|100.0||
55094|100.0|34.21|50.0
55095|32.07|5.88|99.09
55096|||98.12
55098|60.8||95.92
55099|100.0||
55100|100.0||75.0
55101|100.0||
55102|68.63||68.4
55103|67.46||66.35
55104|97.83||75.0
55106|18.15|5.41|93.67
55107|100.0||
55109|83.33||
55110|83.33||50.0
55112|79.96|32.27|66.44
55113|62.11||68.85
55114|100.0||
55115|75.0||100.0
55117|45.84||99.45
55118|100.0||
55119|100.0||
55120|67.57|33.33|0.0
55122|85.8||90.5
55123|100.0||
55124|100.0||100.0
55125|40.0||92.61
55126|||80.0
55127|40.23|21.25|96.64
55129|100.0||
55131|99.58||51.52
55132|73.16||55.88
55133|100.0|50.0|
55134||9.54|
55135||50.0|53.12
55136|100.0||
55139|100.0||
55140||7.35|48.43
55142|39.81|14.29|20.4
55143|100.0||
55145|28.57|19.59|46.68
55146|100.0||
55149|100.0||
55152|100.0||
55153|100.0||
55154|||100.0
55156|68.75||89.84
55157|||100.0
55158|25.59||100.0
55160||15.51|20.96
55161|100.0||
55164|||8.83
55167|100.0||
55170|93.48||98.0
55171|97.3|25.0|100.0
55172|100.0||
55173|66.67||100.0
55178|97.45||93.17
55179|98.61|33.33|16.67
55180|97.55||27.88
55182|37.37||99.36
55183|61.22|11.11|32.52
55184|96.15||80.0
55186|100.0||
55187|56.45||50.0
55188|100.0||100.0
55189|||91.49
55190||24.5|90.7
55192|100.0||
55193|78.8|14.75|79.31
55194|30.17|37.82|0.09
55195|11.11||94.76
55197|||43.75
55199||33.33|39.09
55200|92.27||52.94
55201|100.0||
55203|84.22||100.0
55204|82.35|25.0|27.6
55206|100.0||
55207|63.78|22.0|92.11
55208|68.37||84.18
55209|91.16||86.86
55211||29.16|
55214|29.22|10.65|49.31
55215|100.0|37.03|0.0
55216|98.39|50.0|0.0
55218|100.0||
55219|86.42|25.0|55.03
55220|100.0|33.33|81.11
55221|94.94||67.0
55222|46.66|9.88|77.14
55223|100.0||
55225|45.64|22.88|81.33
55226|100.0||100.0
55228|||100.0
55229|||66.76
55230||14.08|0.0
55232|22.47|17.73|47.96
55236|||7.0
55237|100.0||
55238|100.0||
55239|100.0||
55242|100.0||
55243|72.19||70.68
55244|86.11|29.82|71.08
55246|100.0|4.17|13.32
55247||26.8|86.36
55248|||98.91
55250|||100.0
55251|||100.0
55252|100.0||
55253|75.83||96.04
55254|41.84|14.29|21.62
55256|15.19||99.17
55257|82.56||55.33
55259|81.77|23.95|88.21
55260|10.94||77.61
55261|||79.21
55262|37.5|16.67|52.63
55263|33.33||100.0
55264|44.87|25.0|82.09
55265|55.36|25.0|56.65
55266|||100.0
55267|99.31|45.28|0.0
55268|45.24|30.73|28.72
55269|100.0||
55270|94.34|22.22|38.71
55271|35.23||67.86
55272|83.33||34.76
55273|100.0||
55274|67.71|25.0|87.67
55276|100.0||50.0
55277|||80.0
55278|100.0||
55281|83.14||73.91
55282|100.0||
55283|90.62||74.14
55284|50.0||50.0
55286|5.24|1.5|99.85
55287|100.0||
55288|33.33|33.66|0.0
55290|97.92||99.76
55291||37.85|57.83
55292|10.61|17.59|78.87
55293|14.6|13.87|99.84
55295|100.0||100.0
55296|100.0||
55298|61.41||90.67
55303|18.43|20.33|100.0
55304|33.33|33.33|0.0
55305||20.0|
55306|59.22|20.33|38.77
55307|100.0||
55309|39.67|24.93|67.94
55310|100.0||
55311|||53.29
55312|100.0||
55313|55.76|10.42|40.77
55314|62.3|28.75|33.56
55315|50.7||93.48
55316|||50.0
55317||35.75|10.87
55318|63.94|34.87|62.87
55319|79.73||42.71
55320|42.11||69.0
55322|94.78|33.33|
55324|100.0||
55325|72.74||91.02
55326|100.0||
55328|18.71|19.05|86.19
55329|93.54|22.29|66.31
55330|39.59|2.49|98.9
55331|||100.0
55333|46.1|17.88|63.64
55334|6.98||85.52
55337|||100.0
55339|98.98||
55340|10.54||86.13
55341|89.64|9.07|91.17
55342|100.0|33.33|
55343|70.89||80.12
55344|56.83|33.33|57.43
55346||50.0|50.0
55348||37.04|100.0
55350|52.02|29.47|84.33
55351|38.06||95.2
55352|44.02|16.65|98.64
55353|15.02||91.69
55354|12.5|10.97|94.71
55355||3.58|86.85
55356||20.34|
55359|12.44|22.3|67.47
55361|40.04|8.42|60.75
55363|25.0|28.73|66.44
55365|75.0||66.67
55366|31.65|20.0|61.3
55370|100.0||
55376|65.72|32.13|41.38
55377|100.0||
55379|26.79|33.41|0.0
55380||43.33|0.0
55381|100.0|13.74|26.13
55382|100.0||
55383|65.53|25.84|57.69
55384|48.81|41.89|0.0
55385|30.26|11.11|22.3
55387|100.0||
55390|53.53|31.07|0.0
55391|99.58|21.85|38.09
55392|100.0|25.97|
55393||44.44|50.0
55394|100.0|19.69|0.88
55395|100.0|50.0|
55400|100.0||
55402|33.33|32.54|65.68
55403|29.63|29.9|10.53
55405||22.02|16.24
55406|45.81|18.66|60.52
55410|49.6|18.32|97.47
55411|100.0||
55413|||100.0
55414|50.57|20.8|94.19
55415|73.5||53.33
55419|100.0||
55420|66.67|30.21|50.29
55422|66.38||66.15
55423|13.07|27.44|94.71
55424|66.44|10.17|92.31
55426|100.0||
55427|32.57|26.93|63.84
55428|||45.56
55429|69.04|25.0|70.07
55430|7.9|14.97|52.5
55433|85.53||50.0
55435|100.0||
55437|100.0||50.0
55441|93.29|2.64|99.51
55443|||100.0
55444|100.0||
55446|55.44|11.11|83.64
55448||37.2|100.0
55449|91.6|27.18|19.83
55451|61.27|17.24|45.67
55453|10.65||100.0
55454|100.0||
55455|50.22|28.63|51.33
55456|33.33|33.33|0.0
55461||7.8|90.67
55464|||100.0
55465|100.0|8.38|38.23
55467|66.67||96.67
55468||20.0|38.03
55470|43.05|4.66|73.6
55473||15.38|0.0
55475||16.85|
55476|54.55||96.68
55477|100.0||
55478|67.77|35.1|100.0
55479|52.34||77.12
55480|4.83|14.1|97.75
55481|||100.0
55482|37.74|19.84|79.4
55485|100.0||
55486|||100.0
55488|77.66||61.0
55489|100.0||
55490|100.0|37.54|
55491||50.0|100.0
55492|50.84|19.84|52.03
55494|52.2||93.38
55496|100.0||
55497|50.0||100.0
55498|66.67||99.45
55501|23.58|24.61|61.07
55502|||100.0
55503|100.0||
55504|71.74|19.45|72.42
55506|32.96||100.0
55507|77.23|13.28|73.08
55508|54.42|22.79|86.48
55510|100.0||
55511|90.77|12.52|58.22
55512|54.41|31.95|59.66
55514|61.75|20.69|27.38
55515|94.91|12.01|90.5
55516|66.67|37.69|13.79
55520|25.0|25.0|9.86
55521||15.16|44.21
55522|100.0||
55524|100.0||
55525|100.0||
55526|61.38|17.41|98.08
55527|100.0||
55529|100.0||
55531|48.22||93.11
55532|80.36|19.66|53.77
55534|100.0||
55535|25.0|20.2|27.46
55536|89.99|11.95|77.46
55538|100.0||100.0
55541|86.76||50.85
55542|14.8|28.51|93.39
55543|84.02||100.0
55545|52.01|11.12|21.68
55548|20.0|17.62|40.62
55550|43.26|31.62|56.22
55552|100.0||
55554|95.19||
55555|41.76|27.42|24.55
55558|16.36|20.42|89.0
55559||21.99|91.13
55561|20.5|6.48|96.68
55564||48.91|
55565||40.6|0.0
55566|69.75|33.33|44.33
55567|80.84|16.93|29.82
55569|36.54|30.67|57.08
55570|100.0||
55571|78.13|24.21|62.11
55574|80.17||50.0
55575|50.0||78.26
55577|10.38|1.12|95.2
55580|||100.0
55581|60.77|31.58|86.17
55584|76.53||23.29
55586||14.81|12.41
55587||10.43|
55589|87.82||57.96
55591|89.36||50.0
55592|25.28|3.15|97.47
55594|100.0||
55595|||3.0
55596|100.0||
55598|50.5||57.96
55599|||36.52
55600|28.04||36.75
55604|61.9||100.0
55605|||50.0
55608|||100.0
55609|50.0||
55610|||50.0
55611|14.06||22.34
55612|||10.0
55613|50.0||50.0
55615|||12.38
55616|87.5|12.08|12.16
55617|100.0||50.0
55618|35.42|12.5|95.33
55620|87.5||75.0
55621|||100.0
55622|||5.0
55623|||50.0
55624|37.5||
55626|98.07||22.43
55627|||15.0
55629|99.17||100.0
55632|||41.3
55633|||50.0
55634|92.56||50.0
55636|62.48|14.79|84.32
55639|90.48|19.57|54.99
55642|63.98||53.28
55644|34.8|2.49|94.04
55649|49.51|17.43|78.36
55651|91.43||68.07
55652|46.08||99.48
55653|24.83|33.59|19.15
55654|100.0||
55655|52.82|22.97|76.39
55656|50.0|36.17|
55658|53.28||68.29
55660|78.75|17.15|47.78
55661|75.92|33.33|30.0
55663|47.87||85.62
55664|27.28||75.33
55665|24.34|3.7|91.08
55666|65.55|18.81|86.08
55667|40.17|34.38|16.16
55668|93.58|15.28|41.67
55669|56.55||71.8
55670|52.67|38.1|40.63
55672|70.83||61.54
55673|56.41|27.55|39.27
55674|61.0|21.75|3.95
55675|100.0|50.27|2.27
55677|100.0|38.62|5.0
55679|50.78||41.44
55680|59.65|33.33|18.47
55682||19.52|
55683|52.17|33.33|0.0
55684|95.83|26.46|13.43
55685|73.64|5.1|68.71
55686||39.31|3.33
55687|82.93|25.0|41.83
55688|86.39|29.36|49.19
55689|||50.0
55690|83.95|19.25|87.48
55691|44.97|30.55|0.0
55693|58.33||76.17
55694|83.33|34.18|28.57
55695|77.27|22.53|19.15
55696|63.38||79.49
55697|51.72||91.25
55698|||98.73
55699|55.64|2.78|75.73
55701|91.72|21.03|62.66
55702|93.79||20.0
55704|87.5||92.5
55705|72.56||79.9
55706|34.26|19.22|95.78
55707|57.14|15.56|79.77
55708|35.42|31.29|55.65
55709|100.0||
55711||24.44|
55712|96.55||93.67
55714|5.07|0.46|98.68
55715|||100.0
55717|100.0||
55719|25.0|25.0|90.62
55720|57.41|0.85|100.0
55722|31.67|45.87|89.21
55723|20.0||91.5
55725|||100.0
55729|52.08||100.0
55731|50.69|34.43|20.09
55732|94.03|27.27|20.0
55733|83.5|17.01|76.25
55734|97.3|28.95|33.0
55736|25.97|23.86|17.14
55740|91.88|2.68|98.14
55741|70.0||79.18
55743|100.0||
55745|37.91|20.65|77.02
55746|100.0||
55747|93.33||
55750|||100.0
55752|30.43|30.95|46.36
55757|63.95||50.0
55759|33.47||99.54
55760||33.03|16.28
55761|11.82|30.25|4.83
55762|92.78||91.11
55763||25.0|
55764|84.36||88.71
55765||20.0|
55766|35.28|23.84|87.17
55769|50.02|16.86|71.65
55772|34.61|15.05|89.97
55773|100.0||
55774|50.0||100.0
55778||50.0|
55779|||50.0
55780|84.39||76.18
55781|||16.47
55782|||100.0
55784|100.0||
55785|93.41|20.62|68.76
55786|||100.0
55789|53.78|14.77|71.17
55790|100.0||
55792|34.02|15.35|88.3
55793|100.0||
55794||16.27|
55795|99.39|3.12|29.0
55796||30.4|38.11
55797|||100.0
55799|40.02|12.36|99.57
55802|51.47||79.41
55803|58.53|6.9|90.59
55805|82.65|19.43|53.88
55806|30.43|18.32|99.23
55807|||100.0
55808|60.96||60.88
55811||7.26|16.53
55813|100.0||
55814|32.51|21.17|82.73
55816|55.59||55.53
55818|28.57|15.86|89.51
55819|93.5|18.18|34.0
55820|100.0||
55821|37.39|25.76|91.31
55822|||66.41
55823|100.0||
55824||11.68|88.42
55828|77.88|19.71|83.75
55831|30.18|2.38|97.52
55832|20.03|24.62|65.77
55834|35.29||73.59
55836|26.82|13.88|89.38
55837|100.0||
55839|25.11||89.97
55843|21.15||100.0
55844|50.0||66.53
55845|99.0||56.25
55846||45.49|
55847|7.0|5.53|90.79
55848|100.0||
55850|28.9|8.36|54.99
55852|100.0||
55853|53.85|21.63|50.14
55854|50.0|20.07|98.62
55855|15.62||91.46
55856||33.33|66.67
55857|100.0||
55858|96.74||56.25
55860|100.0||
55861||33.33|0.0
55862|1.84||97.03
55863|40.42|26.66|49.03
55864|100.0||
55865|66.67|26.77|93.32
55866|100.0||
55868|83.88||50.0
55871|64.81||64.81
55872|50.39|16.74|44.89
55873|84.78|20.0|51.79
55875|100.0||
55876|100.0||
55878|100.0|33.33|
55879|99.04||54.33
55884|95.65||88.36
55885||20.0|
55887|100.0||
55890|84.82|25.0|99.31
55891|66.67|50.0|0.0
55894|100.0||
55895|100.0||
55896|100.0||
55897|||97.15
55898|100.0||
55899|12.5|18.26|3.04
55900|65.73|23.23|60.09
55902|76.6|16.12|43.53
55904||36.77|0.0
55907|||71.2
55910|99.45|33.33|0.0
55912|50.0|25.0|8.63
55914|20.0||
55915|42.99|20.01|76.88
55916|50.85||55.51
55917|100.0||50.0
55919|||100.0
55920|92.36||
55922|51.47||84.38
55923|66.34|16.97|54.11
55924||40.1|
55925|50.0||66.67
55926|41.78|33.33|12.93
55927|100.0||100.0
55931|83.93|25.22|41.94
55932|84.57||53.55
55933|65.69|22.3|94.15
55936||22.73|
55938|39.47|25.37|67.02
55940|||100.0
55941||33.33|53.42
55943|20.92|23.43|85.06
55944|53.99|32.14|94.18
55945|100.0|42.86|80.0
55947|12.24|6.42|85.55
55950|||100.0
55951|54.17|33.33|73.11
55952||24.33|97.52
55953|98.42||58.0
55954|100.0|11.11|12.0
55956|||88.84
55958|23.93||14.16
55959||17.75|
55960|99.07|9.61|41.13
55966||41.51|88.89
55967|7.86|8.23|93.94
55971||33.33|0.0
55972||33.33|
55986|||50.0
55990|6.45|10.88|98.82
55991||17.97|7.0
55992|39.08|18.47|95.14
55994|6.67|9.69|95.39
55996|87.12|28.26|80.72
55998||16.67|100.0
56000|||75.83
56001||17.2|98.48
56002|100.0|20.0|
56005||29.16|100.0
56006|||73.96
56008|100.0||
56011|||70.19
56012||43.74|28.5
56013|93.72||96.6
56015||23.61|21.74
56017|24.15|40.6|12.24
56018|67.74||100.0
56019||14.58|98.32
56026|100.0||
56028|81.76|23.11|34.77
56030|22.17|4.64|89.32
56031|77.38||49.92
56032||33.33|0.0
56035|80.49||87.38
56037|72.94|19.2|33.33
56038|44.73|11.14|99.04
56039|29.22||99.68
56040|22.37|7.92|95.52
56041||12.71|96.71
56042|6.17|6.21|93.39
56043||35.29|95.87
56044|1.01|11.37|91.17
56046||14.49|95.17
56047||13.11|93.71
56048||6.69|98.53
56049|100.0|10.0|0.0
56050||13.52|
56051||20.79|0.0
56054|89.42|14.49|71.25
56056|100.0||50.0
56057|83.11||17.0
56058|100.0||
56059|48.0|20.0|0.0
56060|50.0||61.96
56061|86.64||98.99
56064|||71.0
56065|99.73|22.96|78.02
56067|64.79|12.65|27.83
56068|85.68||30.98
56072|86.33||74.72
56073|70.94|28.46|88.85
56074|65.15||47.88
56076||33.33|100.0
56077|52.02|11.15|49.31
56079|||12.0
56080|50.0||
56081||25.0|
56082|2.07|4.65|96.23
56085|33.33||96.7
56087|87.81|20.43|70.84
56092|50.0||100.0
56093||34.32|74.59
56094|11.88||
56098|||33.0
56099|75.75|9.38|55.21
56103|||48.92
56105|59.79||100.0
56106|80.06|10.49|82.26
56107|||96.08
56108|33.33|33.33|58.67
56109|48.67||76.71
56110|70.64|11.79|62.38
56111|64.04|24.22|60.26
56112|75.48||62.5
56113|100.0||50.0
56115|22.72|34.72|41.96
56116||14.29|100.0
56120|52.78|6.64|100.0
56121|81.25||75.0
56122|43.64|33.33|34.87
56123|100.0||
56124|18.34||99.6
56126|60.02|33.13|34.83
56128||50.0|
56131|42.86|29.62|81.16
56132||14.15|
56133|46.46|8.33|92.04
56134|77.21||97.18
56135|38.85|20.71|99.01
56136|||35.65
56138|63.01|36.3|89.11
56140|60.0|20.0|73.55
56141|61.65|22.67|17.77
56144|89.74||50.0
56145||50.0|
56146|65.65|13.89|99.21
56147|100.0|18.77|72.22
56148||37.5|50.0
56149||21.1|53.77
56150|36.42|21.2|97.9
56155|35.18|20.02|16.33
56157||44.44|95.17
56159|41.11|22.62|6.74
56163|78.14|21.32|6.25
56166|100.0||
56167||13.62|97.59
56170||25.0|
56172|||75.0
56173||20.37|50.0
56174|100.0||
56178|97.5|16.67|80.29
56179|100.0|26.67|38.64
56181||50.0|16.18
56182|33.83|31.76|36.36
56183|4.47|6.24|100.0
56186|100.0|20.62|59.22
56190|17.1||85.45
56192|100.0||
56193|100.0||50.0
56195|100.0||
56196|100.0|38.18|25.0
56197|99.15||92.0
56199|100.0||88.77
56200|100.0||
56201|9.16|9.55|90.44
56202|48.02||65.49
56203|21.4|18.17|61.27
56204|92.69|33.82|12.93
56207|38.89||
56209|34.19|2.2|99.91
56210|100.0||
56211|100.0||
56212|50.0||100.0
56214|63.99||57.08
56219|100.0||
56220|50.0||
56223|85.54||29.74
56224|76.0|32.41|99.38
56225|||100.0
56227||28.59|88.02
56228|58.64|17.29|36.84
56229|39.55||93.0
56233|88.7|26.5|26.55
56234|49.76||61.53
56235|69.89||71.59
56237|100.0||
56238|100.0||75.0
56239|58.75|15.63|27.77
56240|77.5||50.0
56241|46.35||80.95
56242|92.86|34.23|30.89
56243|||74.11
56245|50.0||61.25
56246|58.32|12.73|75.37
56248|69.65||94.12
56251|39.84||54.83
56252|100.0|5.68|85.0
56253|44.96|25.64|100.0
56255|91.67||75.0
56256|75.0||83.93
56257|100.0||95.0
56258|33.33||89.2
56259|70.04|20.15|62.92
56260|97.66|34.09|35.71
56261|||100.0
56262|49.56|24.46|30.05
56263|72.4|33.33|50.0
56264|39.19|16.44|93.9
56265|28.04|25.55|100.0
56266||48.23|
56268||14.74|31.46
56270|64.58||97.54
56271|85.24||84.78
56272|97.18||81.94
56274|11.82|16.3|14.31
56275||26.67|90.54
56277|60.91||
56281|100.0||
56282|4.2|9.87|100.0
56283|100.0||
56284|100.0|26.98|0.0
56285|50.0||100.0
56286|69.91|23.0|46.01
56287|100.0||
56289|||75.16
56290|70.55||53.95
56292||44.84|100.0
56294|22.72||100.0
56298|33.33|25.0|100.0
56300|5.9||87.12
56301|||92.22
56304|10.88|12.59|
56307|81.19|10.28|63.8
56308|16.52|4.75|94.12
56309|77.86|18.85|44.4
56315|100.0||38.92
56317||14.91|60.45
56318|100.0||100.0
56321|100.0||
56322||13.37|63.1
56324|100.0||64.0
56325|100.0||
56326|100.0||
56327|100.0||80.0
56329||4.63|58.64
56330||21.21|95.5
56331|||75.0
56332|100.0||
56333|95.05||100.0
56334|100.0||75.0
56339||48.3|
56340|99.64||52.14
56341|81.97||100.0
56342|81.74||83.33
56344|100.0|20.0|0.0
56345|50.64|38.14|0.93
56346|32.96|33.83|0.0
56347|82.5|33.75|49.25
56349|100.0||
56351|99.13|33.33|60.0
56352||30.7|0.0
56353|100.0||
56354|96.61|17.64|65.7
56356||33.33|
56357|60.67||91.27
56358|100.0||
56361|97.89||53.05
56362|100.0||
56364|56.57|26.61|33.45
56370|100.0|7.69|35.0
56373|44.88|41.35|38.74
56374|100.0||
56375|33.55|33.78|40.65
56376|97.39|6.05|32.47
56377||23.34|95.5
56380|||100.0
56381|100.0|33.33|29.17
56382|71.54||98.16
56384|85.71|27.2|50.09
56385|86.41|50.0|10.34
56386|54.44|15.72|100.0
56387|43.86||98.06
56388|71.99|28.33|76.14
56389|77.42|14.27|93.0
56391|95.48|12.35|51.22
56392|74.78|33.33|57.14
56394|72.07|17.56|2.03
56396|92.86|33.33|63.75
56398|100.0||
56399|100.0|50.0|
56400|43.79|28.31|21.65
56401|100.0|50.0|50.0
56402|19.41|27.63|59.93
56403|69.42|15.21|43.64
56404|95.38||63.37
56405||50.0|
56407||17.46|70.14
56409|100.0||
56410|||100.0
56411|100.0||
56412|100.0||
56413|100.0||100.0
56416|100.0|27.5|
56418|93.75||81.76
56420||16.86|98.08
56421||50.0|50.0
56423|100.0||33.0
56424|100.0||
56425|100.0||
56426|74.09|14.23|12.12
56428|75.81||50.0
56429|100.0||
56430|92.29||53.26
56432|100.0||
56433||33.33|
56435|96.83|44.76|32.68
56436|100.0||
56437||30.53|4.79
56438|100.0||
56439|100.0||
56440|33.33|33.33|0.0
56441|100.0||64.4
56442|100.0||
56443||24.29|91.67
56444|20.0|20.0|53.67
56446||33.33|94.44
56447||43.74|73.78
56448|100.0||59.6
56449|29.48||93.07
56450|64.22|50.0|0.0
56451|100.0|25.0|
56454|100.0||
56455|100.0||
56456|100.0||
56457|||100.0
56459|85.71|33.33|1.16
56460|63.09|7.56|85.71
56461|||100.0
56462|100.0|33.33|
56463|100.0|10.0|99.89
56465|24.14|14.01|88.95
56466||16.16|92.08
56467|||100.0
56468|55.45|10.36|98.08
56469|93.18|25.0|0.0
56471|92.82|18.34|30.42
56472|89.5|33.33|36.94
56473|50.84|14.62|60.92
56474|16.84|28.07|54.52
56475|100.0||50.0
56476|5.88|3.06|4.53
56477|66.67|50.0|56.75
56478|41.6|13.67|98.59
56479|35.56|19.14|94.0
